Time,Humditiy
2023-04-02-5:38,49.24
2023-04-02-5:53,41.64
2023-04-02-6:8,43.94
2023-04-02-6:23,51.58
2023-04-02-6:38,45.41
2023-04-02-6:53,49.37
2023-04-02-7:8,42.43
2023-04-02-7:24,41.67
2023-04-02-7:39,40.6
2023-04-02-7:54,40.89
2023-04-02-8:9,44.56
2023-04-02-8:24,50.52
2023-04-02-8:39,42.41
2023-04-02-8:54,45.91
2023-04-02-9:9,50.36
2023-04-02-9:24,42.9
2023-04-02-9:39,40.97
2023-04-02-9:54,47.56
2023-04-02-10:9,50.28
2023-04-02-10:24,49.93
2023-04-02-10:39,40.82
2023-04-02-10:54,49.57
2023-04-02-11:9,46.71
2023-04-02-11:24,42.1
2023-04-02-11:39,43.56
2023-04-02-11:55,44.61
2023-04-02-12:10,43.38
2023-04-02-12:25,40.73
2023-04-02-12:40,41.76
2023-04-02-12:55,49.47
2023-04-02-13:10,41.64
2023-04-02-13:25,43.08
2023-04-02-13:40,46.13
2023-04-02-13:55,46.26
2023-04-02-14:10,46.52
2023-04-02-14:25,50.51
2023-04-02-14:40,49.0
2023-04-02-14:55,45.2
2023-04-02-15:10,42.8
2023-04-02-15:25,44.16
2023-04-02-15:40,47.01
2023-04-02-15:55,46.36
2023-04-02-16:10,47.15
2023-04-02-16:25,42.7
2023-04-02-16:40,46.56
2023-04-02-16:55,47.6
2023-04-02-17:10,46.35
2023-04-02-17:25,42.59
2023-04-02-17:41,48.99
2023-04-02-17:56,47.8
2023-04-02-18:11,51.33
2023-04-02-18:26,47.49
2023-04-02-18:41,50.82
2023-04-02-18:56,50.36
2023-04-02-19:11,45.06
2023-04-02-19:26,45.35
2023-04-02-19:41,46.49
2023-04-02-19:56,47.88
2023-04-02-20:11,42.01
2023-04-02-20:26,46.02
2023-04-02-20:41,44.27
2023-04-02-20:56,51.62
2023-04-02-21:11,45.58
2023-04-02-21:27,40.08
2023-04-02-21:42,48.13
2023-04-02-21:57,47.47
2023-04-02-22:12,48.34
2023-04-02-22:27,44.67
2023-04-02-22:42,44.88
2023-04-02-22:57,51.2
2023-04-02-23:12,46.65
2023-04-02-23:27,41.65
2023-04-02-23:42,43.69
2023-04-02-23:57,44.41
2023-04-03-0:7,50.75
2023-04-03-0:22,41.76
2023-04-03-0:37,49.26
2023-04-03-0:52,49.91
2023-04-03-1:7,50.16
2023-04-03-1:22,40.46
2023-04-03-1:37,43.55
2023-04-03-1:53,44.42
2023-04-03-2:8,48.64
2023-04-03-2:23,41.26
2023-04-03-2:38,41.73
2023-04-03-2:53,40.9
2023-04-03-3:8,40.5
2023-04-03-3:23,51.42
2023-04-03-3:38,45.5
2023-04-03-3:53,41.44
2023-04-03-4:8,47.53
2023-04-03-4:23,42.1
2023-04-03-4:38,51.71
2023-04-03-4:53,44.79
2023-04-03-5:8,42.13
2023-04-03-5:23,44.5
2023-04-03-5:38,45.52
2023-04-03-5:53,45.2
2023-04-03-6:8,41.87
2023-04-03-6:23,49.37
2023-04-03-6:38,40.15
2023-04-03-6:53,42.88
2023-04-03-7:8,48.77
2023-04-03-7:24,40.03
2023-04-03-7:39,42.2
2023-04-03-7:54,41.04
2023-04-03-8:9,44.19
2023-04-03-8:24,41.45
2023-04-03-8:39,41.92
2023-04-03-8:54,51.56
2023-04-03-9:9,49.86
2023-04-03-9:24,44.56
2023-04-03-9:39,51.68
2023-04-03-9:54,45.49
2023-04-03-10:9,47.72
2023-04-03-10:24,51.03
2023-04-03-10:39,42.26
2023-04-03-10:54,47.19
2023-04-03-11:9,46.04
2023-04-03-11:24,44.31
2023-04-03-11:39,41.52
2023-04-03-11:55,43.52
2023-04-03-12:10,44.67
2023-04-03-12:25,46.27
2023-04-03-12:40,42.53
2023-04-03-12:55,43.1
2023-04-03-13:10,43.92
2023-04-03-13:25,43.5
2023-04-03-13:40,50.22
2023-04-03-13:55,43.38
2023-04-03-14:10,45.94
2023-04-03-14:25,46.34
2023-04-03-14:40,46.96
2023-04-03-14:55,43.64
2023-04-03-15:10,50.17
2023-04-03-15:25,47.56
2023-04-03-15:40,49.58
2023-04-03-15:55,42.0
2023-04-03-16:10,43.24
2023-04-03-16:25,43.14
2023-04-03-16:40,50.33
2023-04-03-16:55,41.95
2023-04-03-17:10,47.74
2023-04-03-17:25,46.34
2023-04-03-17:41,48.04
2023-04-03-17:56,47.25
2023-04-03-18:11,42.15
2023-04-03-18:26,51.48
2023-04-03-18:41,40.07
2023-04-03-18:56,49.42
2023-04-03-19:11,41.95
2023-04-03-19:26,51.92
2023-04-03-19:41,46.98
2023-04-03-19:56,50.99
2023-04-03-20:11,40.06
2023-04-03-20:26,43.77
2023-04-03-20:41,46.47
2023-04-03-20:56,47.96
2023-04-03-21:11,47.7
2023-04-03-21:27,47.43
2023-04-03-21:42,51.57
2023-04-03-21:57,47.49
2023-04-03-22:12,44.58
2023-04-03-22:27,43.98
2023-04-03-22:42,46.99
2023-04-03-22:57,44.53
2023-04-03-23:12,51.83
2023-04-03-23:27,45.52
2023-04-03-23:42,46.92
2023-04-03-23:57,42.94
2023-04-04-0:7,46.55
2023-04-04-0:22,46.45
2023-04-04-0:37,44.23
2023-04-04-0:52,47.88
2023-04-04-1:7,46.7
2023-04-04-1:22,43.23
2023-04-04-1:37,40.69
2023-04-04-1:53,41.27
2023-04-04-2:8,40.95
2023-04-04-2:23,40.11
2023-04-04-2:38,47.01
2023-04-04-2:53,42.91
2023-04-04-3:8,48.36
2023-04-04-3:23,43.58
2023-04-04-3:38,46.42
2023-04-04-3:53,46.22
2023-04-04-4:8,40.81
2023-04-04-4:23,43.01
2023-04-04-4:38,46.19
2023-04-04-4:53,41.62
2023-04-04-5:8,40.42
2023-04-04-5:23,51.84
2023-04-04-5:38,47.08
2023-04-04-5:53,49.97
2023-04-04-6:8,42.38
2023-04-04-6:23,40.83
2023-04-04-6:38,51.31
2023-04-04-6:53,42.21
2023-04-04-7:8,44.44
2023-04-04-7:24,46.96
2023-04-04-7:39,40.23
2023-04-04-7:54,47.84
2023-04-04-8:9,51.75
2023-04-04-8:24,51.64
2023-04-04-8:39,51.45
2023-04-04-8:54,49.82
2023-04-04-9:9,47.03
2023-04-04-9:24,47.97
2023-04-04-9:39,40.31
2023-04-04-9:54,42.47
2023-04-04-10:9,46.82
2023-04-04-10:24,49.68
2023-04-04-10:39,50.83
2023-04-04-10:54,50.42
2023-04-04-11:9,48.45
2023-04-04-11:24,51.97
2023-04-04-11:39,42.8
2023-04-04-11:55,41.35
2023-04-04-12:10,41.77
2023-04-04-12:25,50.91
2023-04-04-12:40,48.2
2023-04-04-12:55,43.82
2023-04-04-13:10,48.71
2023-04-04-13:25,46.12
2023-04-04-13:40,47.13
2023-04-04-13:55,46.54
2023-04-04-14:10,46.3
2023-04-04-14:25,48.06
2023-04-04-14:40,40.33
2023-04-04-14:55,43.87
2023-04-04-15:10,43.89
2023-04-04-15:25,42.83
2023-04-04-15:40,46.55
2023-04-04-15:55,45.23
2023-04-04-16:10,41.42
2023-04-04-16:25,47.39
2023-04-04-16:40,40.68
2023-04-04-16:55,49.69
2023-04-04-17:10,49.42
2023-04-04-17:25,48.72
2023-04-04-17:41,48.85
2023-04-04-17:56,48.24
2023-04-04-18:11,46.43
2023-04-04-18:26,45.08
2023-04-04-18:41,45.93
2023-04-04-18:56,47.52
2023-04-04-19:11,47.32
2023-04-04-19:26,43.3
2023-04-04-19:41,49.73
2023-04-04-19:56,51.54
2023-04-04-20:11,50.96
2023-04-04-20:26,50.79
2023-04-04-20:41,41.48
2023-04-04-20:56,41.08
2023-04-04-21:11,44.61
2023-04-04-21:27,43.82
2023-04-04-21:42,50.41
2023-04-04-21:57,42.75
2023-04-04-22:12,44.61
2023-04-04-22:27,50.7
2023-04-04-22:42,44.81
2023-04-04-22:57,46.53
2023-04-04-23:12,45.54
2023-04-04-23:27,49.14
2023-04-04-23:42,46.32
2023-04-04-23:57,41.0
2023-04-05-0:7,40.35
2023-04-05-0:22,45.58
2023-04-05-0:37,42.91
2023-04-05-0:52,51.13
2023-04-05-1:7,49.23
2023-04-05-1:22,44.63
2023-04-05-1:37,43.43
2023-04-05-1:53,46.47
2023-04-05-2:8,47.58
2023-04-05-2:23,48.96
2023-04-05-2:38,46.47
2023-04-05-2:53,42.68
2023-04-05-3:8,41.58
2023-04-05-3:23,42.34
2023-04-05-3:38,40.75
2023-04-05-3:53,48.57
2023-04-05-4:8,47.08
2023-04-05-4:23,47.02
2023-04-05-4:38,46.2
2023-04-05-4:53,41.8
2023-04-05-5:8,44.14
2023-04-05-5:23,45.46
2023-04-05-5:38,51.09
2023-04-05-5:53,41.41
2023-04-05-6:8,46.69
2023-04-05-6:23,42.18
2023-04-05-6:38,42.7
2023-04-05-6:53,44.4
2023-04-05-7:8,45.18
2023-04-05-7:24,49.53
2023-04-05-7:39,40.91
2023-04-05-7:54,40.99
2023-04-05-8:9,45.56
2023-04-05-8:24,49.66
2023-04-05-8:39,46.03
2023-04-05-8:54,42.45
2023-04-05-9:9,40.99
2023-04-05-9:24,44.32
2023-04-05-9:39,44.72
2023-04-05-9:54,51.42
2023-04-05-10:9,50.87
2023-04-05-10:24,46.42
2023-04-05-10:39,48.91
2023-04-05-10:54,46.29
2023-04-05-11:9,48.94
2023-04-05-11:24,49.25
2023-04-05-11:39,43.08
2023-04-05-11:55,46.47
2023-04-05-12:10,46.86
2023-04-05-12:25,45.45
2023-04-05-12:40,49.52
2023-04-05-12:55,44.82
2023-04-05-13:10,47.42
2023-04-05-13:25,47.66
2023-04-05-13:40,45.86
2023-04-05-13:55,48.55
2023-04-05-14:10,43.52
2023-04-05-14:25,44.64
2023-04-05-14:40,45.31
2023-04-05-14:55,42.62
2023-04-05-15:10,51.58
2023-04-05-15:25,45.62
2023-04-05-15:40,40.59
2023-04-05-15:55,46.67
2023-04-05-16:10,46.38
2023-04-05-16:25,48.05
2023-04-05-16:40,51.93
2023-04-05-16:55,44.23
2023-04-05-17:10,49.8
2023-04-05-17:25,44.91
2023-04-05-17:41,51.71
2023-04-05-17:56,45.68
2023-04-05-18:11,43.25
2023-04-05-18:26,45.49
2023-04-05-18:41,50.75
2023-04-05-18:56,40.35
2023-04-05-19:11,43.15
2023-04-05-19:26,45.66
2023-04-05-19:41,50.07
2023-04-05-19:56,41.28
2023-04-05-20:11,46.49
2023-04-05-20:26,47.48
2023-04-05-20:41,40.24
2023-04-05-20:56,44.08
2023-04-05-21:11,43.22
2023-04-05-21:27,50.79
2023-04-05-21:42,42.88
2023-04-05-21:57,44.05
2023-04-05-22:12,45.5
2023-04-05-22:27,47.33
2023-04-05-22:42,51.41
2023-04-05-22:57,47.49
2023-04-05-23:12,42.82
2023-04-05-23:27,41.27
2023-04-05-23:42,46.03
2023-04-05-23:57,44.82
2023-04-06-0:7,46.59
2023-04-06-0:22,50.61
2023-04-06-0:37,51.34
2023-04-06-0:52,49.71
2023-04-06-1:7,41.11
2023-04-06-1:22,47.91
2023-04-06-1:37,44.07
2023-04-06-1:53,45.3
2023-04-06-2:8,48.67
2023-04-06-2:23,49.4
2023-04-06-2:38,40.48
2023-04-06-2:53,48.21
2023-04-06-3:8,44.58
2023-04-06-3:23,48.5
2023-04-06-3:38,43.41
2023-04-06-3:53,43.6
2023-04-06-4:8,40.46
2023-04-06-4:23,49.18
2023-04-06-4:38,44.98
2023-04-06-4:53,48.26
2023-04-06-5:8,43.53
2023-04-06-5:23,48.82
2023-04-06-5:38,47.63
2023-04-06-5:53,47.17
2023-04-06-6:8,44.5
2023-04-06-6:23,47.96
2023-04-06-6:38,48.18
2023-04-06-6:53,51.06
2023-04-06-7:8,44.62
2023-04-06-7:24,48.54
2023-04-06-7:39,41.85
2023-04-06-7:54,42.3
2023-04-06-8:9,42.7
2023-04-06-8:24,50.97
2023-04-06-8:39,50.35
2023-04-06-8:54,42.93
2023-04-06-9:9,40.5
2023-04-06-9:24,48.8
2023-04-06-9:39,42.25
2023-04-06-9:54,43.14
2023-04-06-10:9,43.38
2023-04-06-10:24,51.08
2023-04-06-10:39,51.45
2023-04-06-10:54,45.68
2023-04-06-11:9,49.49
2023-04-06-11:24,44.66
2023-04-06-11:39,47.89
2023-04-06-11:55,45.43
2023-04-06-12:10,44.31
2023-04-06-12:25,48.31
2023-04-06-12:40,47.48
2023-04-06-12:55,42.89
2023-04-06-13:10,51.84
2023-04-06-13:25,46.62
2023-04-06-13:40,44.86
2023-04-06-13:55,47.2
2023-04-06-14:10,49.06
2023-04-06-14:25,42.82
2023-04-06-14:40,44.27
2023-04-06-14:55,46.33
2023-04-06-15:10,43.67
2023-04-06-15:25,43.17
2023-04-06-15:40,51.33
2023-04-06-15:55,50.35
2023-04-06-16:10,47.96
2023-04-06-16:25,41.81
2023-04-06-16:40,42.76
2023-04-06-16:55,44.95
2023-04-06-17:10,46.91
2023-04-06-17:25,47.77
2023-04-06-17:41,41.99
2023-04-06-17:56,49.13
2023-04-06-18:11,46.25
2023-04-06-18:26,42.77
2023-04-06-18:41,42.66
2023-04-06-18:56,49.62
2023-04-06-19:11,50.67
2023-04-06-19:26,45.6
2023-04-06-19:41,51.32
2023-04-06-19:56,47.51
2023-04-06-20:11,49.01
2023-04-06-20:26,48.2
2023-04-06-20:41,49.62
2023-04-06-20:56,51.81
2023-04-06-21:11,47.71
2023-04-06-21:27,50.02
2023-04-06-21:42,41.25
2023-04-06-21:57,43.89
2023-04-06-22:12,44.41
2023-04-06-22:27,44.4
2023-04-06-22:42,51.91
2023-04-06-22:57,51.83
2023-04-06-23:12,51.18
2023-04-06-23:27,48.4
2023-04-06-23:42,43.26
2023-04-06-23:57,44.38
2023-04-07-0:7,46.29
2023-04-07-0:22,40.26
2023-04-07-0:37,42.67
2023-04-07-0:52,44.34
2023-04-07-1:7,45.11
2023-04-07-1:22,46.53
2023-04-07-1:37,50.99
2023-04-07-1:53,48.16
2023-04-07-2:8,50.49
2023-04-07-2:23,44.71
2023-04-07-2:38,46.58
2023-04-07-2:53,47.54
2023-04-07-3:8,49.46
2023-04-07-3:23,47.13
2023-04-07-3:38,51.11
2023-04-07-3:53,41.44
2023-04-07-4:8,44.7
2023-04-07-4:23,46.04
2023-04-07-4:38,49.4
2023-04-07-4:53,45.6
2023-04-07-5:8,40.77
2023-04-07-5:23,46.44
2023-04-07-5:38,40.32
2023-04-07-5:53,50.01
2023-04-07-6:8,47.47
2023-04-07-6:23,42.22
2023-04-07-6:38,40.95
2023-04-07-6:53,47.51
2023-04-07-7:8,40.2
2023-04-07-7:24,51.65
2023-04-07-7:39,40.44
2023-04-07-7:54,47.57
2023-04-07-8:9,41.87
2023-04-07-8:24,46.7
2023-04-07-8:39,48.38
2023-04-07-8:54,42.98
2023-04-07-9:9,44.53
2023-04-07-9:24,45.0
2023-04-07-9:39,41.8
2023-04-07-9:54,46.22
2023-04-07-10:9,41.51
2023-04-07-10:24,50.92
2023-04-07-10:39,44.8
2023-04-07-10:54,41.72
2023-04-07-11:9,42.79
2023-04-07-11:24,49.9
2023-04-07-11:39,41.49
2023-04-07-11:55,45.21
2023-04-07-12:10,41.08
2023-04-07-12:25,46.71
2023-04-07-12:40,41.94
2023-04-07-12:55,47.6
2023-04-07-13:10,43.01
2023-04-07-13:25,40.63
2023-04-07-13:40,41.15
2023-04-07-13:55,43.42
2023-04-07-14:10,41.74
2023-04-07-14:25,49.11
2023-04-07-14:40,41.75
2023-04-07-14:55,51.07
2023-04-07-15:10,50.12
2023-04-07-15:25,51.65
2023-04-07-15:40,43.26
2023-04-07-15:55,42.31
2023-04-07-16:10,49.49
2023-04-07-16:25,46.42
2023-04-07-16:40,51.54
2023-04-07-16:55,47.61
2023-04-07-17:10,45.7
2023-04-07-17:25,47.15
2023-04-07-17:41,41.6
2023-04-07-17:56,40.41
2023-04-07-18:11,50.92
2023-04-07-18:26,45.64
2023-04-07-18:41,51.89
2023-04-07-18:56,49.51
2023-04-07-19:11,40.06
2023-04-07-19:26,48.57
2023-04-07-19:41,41.65
2023-04-07-19:56,47.58
2023-04-07-20:11,44.6
2023-04-07-20:26,51.72
2023-04-07-20:41,40.42
2023-04-07-20:56,47.38
2023-04-07-21:11,46.99
2023-04-07-21:27,51.71
2023-04-07-21:42,48.21
2023-04-07-21:57,42.51
2023-04-07-22:12,47.63
2023-04-07-22:27,47.23
2023-04-07-22:42,49.57
2023-04-07-22:57,46.11
2023-04-07-23:12,44.47
2023-04-07-23:27,46.44
2023-04-07-23:42,42.82
2023-04-07-23:57,47.9
2023-04-08-0:7,42.81
2023-04-08-0:22,42.21
2023-04-08-0:37,42.07
2023-04-08-0:52,42.61
2023-04-08-1:7,43.69
2023-04-08-1:22,43.38
2023-04-08-1:37,50.33
2023-04-08-1:53,43.98
2023-04-08-2:8,45.09
2023-04-08-2:23,44.39
2023-04-08-2:38,50.62
2023-04-08-2:53,49.26
2023-04-08-3:8,46.15
2023-04-08-3:23,46.99
2023-04-08-3:38,47.87
2023-04-08-3:53,43.34
2023-04-08-4:8,41.38
2023-04-08-4:23,45.41
2023-04-08-4:38,41.51
2023-04-08-4:53,49.49
2023-04-08-5:8,41.29
2023-04-08-5:23,48.29
2023-04-08-5:38,51.64
2023-04-08-5:53,42.32
2023-04-08-6:8,47.26
2023-04-08-6:23,41.39
2023-04-08-6:38,40.71
2023-04-08-6:53,43.71
2023-04-08-7:8,44.18
2023-04-08-7:24,46.51
2023-04-08-7:39,47.39
2023-04-08-7:54,49.44
2023-04-08-8:9,46.8
2023-04-08-8:24,47.02
2023-04-08-8:39,40.27
2023-04-08-8:54,40.02
2023-04-08-9:9,49.27
2023-04-08-9:24,42.06
2023-04-08-9:39,47.58
2023-04-08-9:54,48.49
2023-04-08-10:9,42.06
2023-04-08-10:24,40.28
2023-04-08-10:39,46.71
2023-04-08-10:54,47.31
2023-04-08-11:9,47.86
2023-04-08-11:24,49.56
2023-04-08-11:39,42.86
2023-04-08-11:55,42.13
2023-04-08-12:10,44.83
2023-04-08-12:25,49.81
2023-04-08-12:40,43.01
2023-04-08-12:55,40.71
2023-04-08-13:10,51.04
2023-04-08-13:25,41.13
2023-04-08-13:40,48.64
2023-04-08-13:55,47.57
2023-04-08-14:10,45.57
2023-04-08-14:25,47.78
2023-04-08-14:40,51.12
2023-04-08-14:55,44.15
2023-04-08-15:10,42.08
2023-04-08-15:25,40.56
2023-04-08-15:40,45.51
2023-04-08-15:55,51.9
2023-04-08-16:10,43.95
2023-04-08-16:25,47.88
2023-04-08-16:40,46.28
2023-04-08-16:55,42.8
2023-04-08-17:10,41.67
2023-04-08-17:25,44.72
2023-04-08-17:41,44.95
2023-04-08-17:56,47.36
2023-04-08-18:11,48.31
2023-04-08-18:26,49.44
2023-04-08-18:41,51.27
2023-04-08-18:56,51.29
2023-04-08-19:11,40.57
2023-04-08-19:26,41.76
2023-04-08-19:41,43.49
2023-04-08-19:56,42.46
2023-04-08-20:11,50.45
2023-04-08-20:26,44.14
2023-04-08-20:41,50.66
2023-04-08-20:56,46.17
2023-04-08-21:11,46.45
2023-04-08-21:27,51.37
2023-04-08-21:42,44.06
2023-04-08-21:57,46.4
2023-04-08-22:12,51.44
2023-04-08-22:27,49.42
2023-04-08-22:42,45.31
2023-04-08-22:57,50.41
2023-04-08-23:12,46.02
2023-04-08-23:27,50.55
2023-04-08-23:42,48.28
2023-04-08-23:57,51.86
2023-04-09-0:7,47.74
2023-04-09-0:22,51.47
2023-04-09-0:37,44.22
2023-04-09-0:52,50.6
2023-04-09-1:7,46.71
2023-04-09-1:22,50.66
2023-04-09-1:37,50.49
2023-04-09-1:53,46.18
2023-04-09-2:8,49.78
2023-04-09-2:23,46.7
2023-04-09-2:38,51.77
2023-04-09-2:53,47.24
2023-04-09-3:8,48.83
2023-04-09-3:23,40.7
2023-04-09-3:38,40.72
2023-04-09-3:53,48.02
2023-04-09-4:8,51.53
2023-04-09-4:23,48.2
2023-04-09-4:38,49.57
2023-04-09-4:53,49.89
2023-04-09-5:8,45.8
2023-04-09-5:23,47.39
2023-04-09-5:38,41.58
2023-04-09-5:53,42.17
2023-04-09-6:8,49.89
2023-04-09-6:23,50.95
2023-04-09-6:38,41.19
2023-04-09-6:53,46.7
2023-04-09-7:8,45.85
2023-04-09-7:24,44.11
2023-04-09-7:39,51.49
2023-04-09-7:54,46.93
2023-04-09-8:9,42.0
2023-04-09-8:24,50.81
2023-04-09-8:39,41.23
2023-04-09-8:54,42.04
2023-04-09-9:9,48.94
2023-04-09-9:24,42.34
2023-04-09-9:39,46.26
2023-04-09-9:54,47.55
2023-04-09-10:9,45.92
2023-04-09-10:24,45.99
2023-04-09-10:39,45.44
2023-04-09-10:54,49.22
2023-04-09-11:9,48.79
2023-04-09-11:24,44.77
2023-04-09-11:39,41.44
2023-04-09-11:55,41.24
2023-04-09-12:10,48.38
2023-04-09-12:25,45.45
2023-04-09-12:40,40.13
2023-04-09-12:55,42.12
2023-04-09-13:10,43.89
2023-04-09-13:25,42.49
2023-04-09-13:40,50.84
2023-04-09-13:55,41.84
2023-04-09-14:10,45.63
2023-04-09-14:25,51.09
2023-04-09-14:40,44.9
2023-04-09-14:55,49.94
2023-04-09-15:10,51.96
2023-04-09-15:25,51.32
2023-04-09-15:40,48.59
2023-04-09-15:55,49.29
2023-04-09-16:10,46.74
2023-04-09-16:25,50.53
2023-04-09-16:40,47.37
2023-04-09-16:55,50.85
2023-04-09-17:10,47.79
2023-04-09-17:25,45.94
2023-04-09-17:41,42.9
2023-04-09-17:56,48.69
2023-04-09-18:11,47.18
2023-04-09-18:26,44.07
2023-04-09-18:41,47.51
2023-04-09-18:56,47.22
2023-04-09-19:11,47.77
2023-04-09-19:26,50.77
2023-04-09-19:41,51.49
2023-04-09-19:56,40.15
2023-04-09-20:11,51.22
2023-04-09-20:26,42.14
2023-04-09-20:41,48.26
2023-04-09-20:56,51.76
2023-04-09-21:11,48.17
2023-04-09-21:27,41.82
2023-04-09-21:42,41.62
2023-04-09-21:57,48.88
2023-04-09-22:12,51.98
2023-04-09-22:27,44.76
2023-04-09-22:42,45.81
2023-04-09-22:57,51.77
2023-04-09-23:12,40.35
2023-04-09-23:27,50.13
2023-04-09-23:42,48.2
2023-04-09-23:57,51.3
2023-04-10-0:7,44.81
2023-04-10-0:22,48.9
2023-04-10-0:37,46.1
2023-04-10-0:52,40.23
2023-04-10-1:7,48.5
2023-04-10-1:22,43.98
2023-04-10-1:37,46.08
2023-04-10-1:53,47.32
2023-04-10-2:8,47.42
2023-04-10-2:23,44.33
2023-04-10-2:38,46.67
2023-04-10-2:53,44.46
2023-04-10-3:8,44.14
2023-04-10-3:23,50.4
2023-04-10-3:38,43.89
2023-04-10-3:53,43.68
2023-04-10-4:8,41.66
2023-04-10-4:23,44.87
2023-04-10-4:38,46.69
2023-04-10-4:53,51.95
2023-04-10-5:8,49.84
2023-04-10-5:23,48.43
2023-04-10-5:38,48.58
2023-04-10-5:53,46.59
2023-04-10-6:8,47.48
2023-04-10-6:23,48.1
2023-04-10-6:38,42.69
2023-04-10-6:53,43.82
2023-04-10-7:8,41.68
2023-04-10-7:24,51.68
2023-04-10-7:39,50.11
2023-04-10-7:54,42.5
2023-04-10-8:9,45.6
2023-04-10-8:24,46.8
2023-04-10-8:39,41.35
2023-04-10-8:54,48.14
2023-04-10-9:9,44.04
2023-04-10-9:24,43.8
2023-04-10-9:39,41.02
2023-04-10-9:54,51.54
2023-04-10-10:9,45.28
2023-04-10-10:24,41.93
2023-04-10-10:39,40.38
2023-04-10-10:54,51.64
2023-04-10-11:9,43.87
2023-04-10-11:24,50.01
2023-04-10-11:39,46.85
2023-04-10-11:55,45.24
2023-04-10-12:10,40.73
2023-04-10-12:25,45.64
2023-04-10-12:40,49.73
2023-04-10-12:55,44.28
2023-04-10-13:10,49.2
2023-04-10-13:25,44.38
2023-04-10-13:40,46.65
2023-04-10-13:55,51.15
2023-04-10-14:10,40.55
2023-04-10-14:25,47.88
2023-04-10-14:40,41.94
2023-04-10-14:55,51.89
2023-04-10-15:10,50.6
2023-04-10-15:25,42.16
2023-04-10-15:40,44.04
2023-04-10-15:55,49.07
2023-04-10-16:10,41.69
2023-04-10-16:25,49.7
2023-04-10-16:40,51.25
2023-04-10-16:55,45.01
