Time,Humditiy
2022-04-27-5:41,53.23
2022-04-27-5:56,51.9
2022-04-27-6:11,52.48
2022-04-27-6:26,50.96
2022-04-27-6:41,48.01
2022-04-27-6:56,42.58
2022-04-27-7:11,44.1
2022-04-27-7:26,52.12
2022-04-27-7:41,52.59
2022-04-27-7:56,52.59
2022-04-27-8:11,51.02
2022-04-27-8:26,46.6
2022-04-27-8:41,41.55
2022-04-27-8:56,49.29
2022-04-27-9:11,48.21
2022-04-27-9:26,42.34
2022-04-27-9:41,52.48
2022-04-27-9:56,46.94
2022-04-27-10:11,52.1
2022-04-27-10:26,51.89
2022-04-27-10:41,44.54
2022-04-27-10:56,45.87
2022-04-27-11:11,44.54
2022-04-27-11:26,53.54
2022-04-27-11:41,42.24
2022-04-27-11:56,53.33
2022-04-27-12:11,44.6
2022-04-27-12:26,45.19
2022-04-27-12:41,52.07
2022-04-27-12:56,51.81
2022-04-27-13:11,52.01
2022-04-27-13:26,41.04
2022-04-27-13:41,41.36
2022-04-27-13:56,53.27
2022-04-27-14:11,49.77
2022-04-27-14:26,42.59
2022-04-27-14:41,46.85
2022-04-27-14:56,46.03
2022-04-27-15:11,48.5
2022-04-27-15:26,48.9
2022-04-27-15:41,45.28
2022-04-27-15:56,50.33
2022-04-27-16:11,48.12
2022-04-27-16:26,54.22
2022-04-27-16:41,51.08
2022-04-27-16:56,41.46
2022-04-27-17:11,51.71
2022-04-27-17:26,44.56
2022-04-27-17:41,49.22
2022-04-27-17:56,46.71
2022-04-27-18:11,48.21
2022-04-27-18:26,51.71
2022-04-27-18:41,44.42
2022-04-27-18:56,48.43
2022-04-27-19:11,51.3
2022-04-27-19:26,49.01
2022-04-27-19:41,51.57
2022-04-27-19:56,48.64
2022-04-27-20:11,51.43
2022-04-27-20:26,54.56
2022-04-27-20:41,47.08
2022-04-27-20:56,47.5
2022-04-27-21:11,53.25
2022-04-27-21:26,42.43
2022-04-27-21:41,42.65
2022-04-27-21:56,45.15
2022-04-27-22:11,46.81
2022-04-27-22:26,52.46
2022-04-27-22:41,53.75
2022-04-27-22:56,46.31
2022-04-27-23:11,50.26
2022-04-27-23:26,48.28
2022-04-27-23:41,54.43
2022-04-27-23:56,51.26
2022-04-28-0:11,47.85
2022-04-28-0:26,53.47
2022-04-28-0:41,51.66
2022-04-28-0:56,47.6
2022-04-28-1:11,44.21
2022-04-28-1:26,49.13
2022-04-28-1:41,44.21
2022-04-28-1:56,47.05
2022-04-28-2:11,52.95
2022-04-28-2:26,42.0
2022-04-28-2:41,46.08
2022-04-28-2:56,49.93
2022-04-28-3:11,42.56
2022-04-28-3:26,45.96
2022-04-28-3:41,44.58
2022-04-28-3:56,54.53
2022-04-28-4:11,42.03
2022-04-28-4:26,41.28
2022-04-28-4:41,43.31
2022-04-28-4:56,50.04
2022-04-28-5:11,43.71
2022-04-28-5:26,53.16
2022-04-28-5:41,44.21
2022-04-28-5:56,51.91
2022-04-28-6:11,44.62
2022-04-28-6:26,47.81
2022-04-28-6:41,45.0
2022-04-28-6:56,52.72
2022-04-28-7:11,53.66
2022-04-28-7:26,47.49
2022-04-28-7:41,41.72
2022-04-28-7:56,50.4
2022-04-28-8:11,43.02
2022-04-28-8:26,48.32
2022-04-28-8:41,47.82
2022-04-28-8:56,44.71
2022-04-28-9:11,49.73
2022-04-28-9:26,46.44
2022-04-28-9:41,47.03
2022-04-28-9:56,53.94
2022-04-28-10:11,42.23
2022-04-28-10:26,44.02
2022-04-28-10:41,45.04
2022-04-28-10:56,43.38
2022-04-28-11:11,48.37
2022-04-28-11:28,53.12
2022-04-28-11:43,53.84
2022-04-28-11:58,42.66
2022-04-28-12:13,42.09
2022-04-28-12:28,54.28
2022-04-28-12:43,53.4
2022-04-28-12:58,44.56
2022-04-28-13:13,43.64
2022-04-28-13:29,53.08
2022-04-28-13:44,42.98
2022-04-28-13:59,47.0
2022-04-28-14:14,43.37
2022-04-28-14:29,54.26
2022-04-28-14:44,53.26
2022-04-28-14:59,53.85
2022-04-28-15:14,53.85
2022-04-28-15:29,45.68
2022-04-28-15:45,52.36
2022-04-28-16:0,48.05
2022-04-28-16:15,47.91
2022-04-28-16:30,48.41
2022-04-28-16:45,41.18
2022-04-28-17:0,41.9
2022-04-28-17:15,47.35
2022-04-28-17:30,48.77
2022-04-28-17:45,51.1
2022-04-28-18:0,45.69
2022-04-28-18:15,52.16
2022-04-28-18:30,42.74
2022-04-28-18:45,42.38
2022-04-28-19:0,45.84
2022-04-28-19:15,49.16
2022-04-28-19:30,45.01
2022-04-28-19:45,47.45
2022-04-28-20:0,43.51
2022-04-28-20:15,50.8
2022-04-28-20:30,44.22
2022-04-28-20:45,48.48
2022-04-28-21:0,51.6
2022-04-28-21:15,42.4
2022-04-28-21:30,41.12
2022-04-28-21:45,49.04
2022-04-28-22:0,41.3
2022-04-28-22:16,54.03
2022-04-28-22:31,45.66
2022-04-28-22:46,43.47
2022-04-28-23:1,42.07
2022-04-28-23:16,41.39
2022-04-28-23:31,42.95
2022-04-28-23:46,41.61
2022-04-29-0:1,45.23
2022-04-29-0:16,42.92
2022-04-29-0:31,53.64
2022-04-29-0:46,51.57
2022-04-29-1:1,44.29
2022-04-29-1:16,46.82
2022-04-29-1:31,52.93
2022-04-29-1:46,43.58
2022-04-29-2:1,53.93
2022-04-29-2:16,43.19
2022-04-29-2:31,45.45
2022-04-29-2:46,49.99
2022-04-29-3:1,51.33
2022-04-29-3:16,52.33
2022-04-29-3:31,46.31
2022-04-29-3:46,54.33
2022-04-29-4:1,44.91
2022-04-29-4:16,45.55
2022-04-29-4:31,51.82
2022-04-29-4:46,49.08
2022-04-29-5:2,49.82
2022-04-29-5:17,43.32
2022-04-29-5:32,44.35
2022-04-29-5:47,51.37
2022-04-29-6:2,51.81
2022-04-29-6:17,49.86
2022-04-29-6:32,52.05
2022-04-29-6:47,45.66
2022-04-29-7:2,54.31
2022-04-29-7:17,41.22
2022-04-29-7:32,54.09
2022-04-29-7:47,47.39
2022-04-29-8:2,41.8
2022-04-29-8:17,52.47
2022-04-29-8:32,51.39
2022-04-29-8:47,49.15
2022-04-29-9:2,44.81
2022-04-29-9:17,50.5
2022-04-29-9:32,43.12
2022-04-29-9:47,51.82
2022-04-29-10:2,52.26
2022-04-29-10:17,53.06
2022-04-29-10:32,54.25
2022-04-29-10:47,43.08
2022-04-29-11:2,48.76
2022-04-29-11:17,44.53
2022-04-29-11:32,43.6
2022-04-29-11:47,50.15
2022-04-29-12:2,46.52
2022-04-29-12:17,49.24
2022-04-29-12:32,47.38
2022-04-29-12:47,49.31
2022-04-29-13:2,48.43
2022-04-29-13:17,51.93
2022-04-29-13:32,41.94
2022-04-29-13:47,48.48
2022-04-29-14:2,51.57
2022-04-29-14:17,42.61
2022-04-29-14:32,48.42
2022-04-29-14:47,47.16
2022-04-29-15:2,44.96
2022-04-29-15:17,47.36
2022-04-29-15:32,53.53
2022-04-29-15:47,54.54
2022-04-29-16:2,50.65
2022-04-29-16:17,41.59
2022-04-29-16:32,48.19
2022-04-29-16:47,47.41
2022-04-29-17:2,54.1
2022-04-29-17:17,50.85
2022-04-29-17:32,51.43
2022-04-29-17:47,46.74
2022-04-29-18:2,42.55
2022-04-29-18:17,48.31
2022-04-29-18:32,46.58
2022-04-29-18:47,44.83
2022-04-29-19:2,52.79
2022-04-29-19:17,50.14
2022-04-29-19:32,41.67
2022-04-29-19:47,53.92
2022-04-29-20:2,43.23
2022-04-29-20:17,48.47
2022-04-29-20:32,41.83
2022-04-29-20:47,48.82
2022-04-29-21:2,49.77
2022-04-29-21:17,46.86
2022-04-29-21:32,49.75
2022-04-29-21:47,49.44
2022-04-29-22:2,51.06
2022-04-29-22:17,48.33
2022-04-29-22:32,41.85
2022-04-29-22:47,47.49
2022-04-29-23:2,49.02
2022-04-29-23:17,47.59
2022-04-29-23:32,44.29
2022-04-29-23:47,54.3
2022-04-30-0:2,51.55
2022-04-30-0:17,50.15
2022-04-30-0:32,48.13
2022-04-30-0:47,50.04
2022-04-30-1:2,47.82
2022-04-30-1:17,51.89
2022-04-30-1:32,51.06
2022-04-30-1:47,43.51
2022-04-30-2:2,48.56
2022-04-30-2:17,41.45
2022-04-30-2:32,44.98
2022-04-30-2:47,49.13
2022-04-30-3:2,48.23
2022-04-30-3:17,51.26
2022-04-30-3:32,44.56
2022-04-30-3:47,50.02
2022-04-30-4:2,50.01
2022-04-30-4:17,45.39
2022-04-30-4:32,44.73
2022-04-30-4:47,53.71
2022-04-30-5:2,52.19
2022-04-30-5:17,49.2
2022-04-30-5:32,42.84
2022-04-30-5:47,52.53
2022-04-30-6:2,51.42
2022-04-30-6:17,42.7
2022-04-30-6:32,50.59
2022-04-30-6:47,48.75
2022-04-30-7:2,51.89
2022-04-30-7:17,53.04
2022-04-30-7:32,42.98
2022-04-30-7:47,48.5
2022-04-30-8:2,53.25
2022-04-30-8:17,51.7
2022-04-30-8:32,47.59
2022-04-30-8:47,43.23
2022-04-30-9:2,53.31
2022-04-30-9:17,41.1
2022-04-30-9:32,45.99
2022-04-30-9:47,46.99
2022-04-30-10:2,47.43
2022-04-30-10:17,50.96
2022-04-30-10:32,46.57
2022-04-30-10:47,41.71
2022-04-30-11:2,49.34
2022-04-30-11:17,45.6
2022-04-30-11:32,48.41
2022-04-30-11:47,47.22
2022-04-30-12:2,41.97
2022-04-30-12:17,51.46
2022-04-30-12:32,43.79
2022-04-30-12:47,52.6
2022-04-30-13:2,42.53
2022-04-30-13:17,45.64
2022-04-30-13:32,52.15
2022-04-30-13:47,53.13
2022-04-30-14:2,43.86
2022-04-30-14:17,53.21
2022-04-30-14:32,41.83
2022-04-30-14:47,46.69
2022-04-30-15:2,42.38
2022-04-30-15:17,46.78
2022-04-30-15:32,42.7
2022-04-30-15:47,52.25
2022-04-30-16:2,51.76
2022-04-30-16:17,48.77
2022-04-30-16:32,42.82
2022-04-30-16:47,45.64
2022-04-30-17:2,51.55
2022-04-30-17:17,45.91
2022-04-30-17:32,53.98
2022-04-30-17:47,44.84
2022-04-30-18:2,41.9
2022-04-30-18:17,46.68
2022-04-30-18:32,51.01
2022-04-30-18:47,45.63
2022-04-30-19:2,42.98
2022-04-30-19:17,46.55
2022-04-30-19:32,43.39
2022-04-30-19:47,50.76
2022-04-30-20:2,47.63
2022-04-30-20:17,41.22
2022-04-30-20:32,50.78
2022-04-30-20:47,43.78
2022-04-30-21:2,48.43
2022-04-30-21:17,52.76
2022-04-30-21:32,53.68
2022-04-30-21:47,46.7
2022-04-30-22:2,48.6
2022-04-30-22:17,48.69
2022-04-30-22:32,49.29
2022-04-30-22:47,53.05
2022-04-30-23:2,44.52
2022-04-30-23:17,52.1
2022-04-30-23:32,51.82
2022-04-30-23:47,45.87
2022-05-01-0:2,41.8
2022-05-01-0:17,49.71
2022-05-01-0:32,50.6
2022-05-01-0:47,49.53
2022-05-01-1:2,47.6
2022-05-01-1:17,47.41
2022-05-01-1:32,46.34
2022-05-01-1:47,43.99
2022-05-01-2:2,48.91
2022-05-01-2:17,41.11
2022-05-01-2:32,44.86
2022-05-01-2:47,53.65
2022-05-01-3:2,53.33
2022-05-01-3:17,53.44
2022-05-01-3:32,48.18
2022-05-01-3:47,49.7
2022-05-01-4:2,41.73
2022-05-01-4:17,44.85
2022-05-01-4:32,53.64
2022-05-01-4:47,52.34
2022-05-01-5:2,42.85
2022-05-01-5:17,53.92
2022-05-01-5:32,46.61
2022-05-01-5:47,51.29
2022-05-01-6:2,52.79
2022-05-01-6:17,54.06
2022-05-01-6:32,43.89
2022-05-01-6:47,45.63
2022-05-01-7:2,54.47
2022-05-01-7:17,44.95
2022-05-01-7:32,53.36
2022-05-01-7:47,52.26
2022-05-01-8:2,44.86
2022-05-01-8:17,49.27
2022-05-01-8:32,44.8
2022-05-01-8:47,41.39
2022-05-01-9:2,43.49
2022-05-01-9:17,45.02
2022-05-01-9:32,42.73
2022-05-01-9:47,51.94
2022-05-01-10:2,48.96
2022-05-01-10:17,42.97
2022-05-01-10:32,46.06
2022-05-01-10:47,49.98
2022-05-01-11:2,41.38
2022-05-01-11:17,45.14
2022-05-01-11:32,51.32
2022-05-01-11:47,50.14
2022-05-01-12:2,49.43
2022-05-01-12:17,41.43
2022-05-01-12:32,42.35
2022-05-01-12:47,49.48
2022-05-01-13:2,42.86
2022-05-01-13:17,45.51
2022-05-01-13:32,43.4
2022-05-01-13:47,52.26
2022-05-01-14:2,43.17
2022-05-01-14:17,50.69
2022-05-01-14:32,43.45
2022-05-01-14:47,53.44
2022-05-01-15:2,52.86
2022-05-01-15:17,45.35
2022-05-01-15:32,53.02
2022-05-01-15:47,49.62
2022-05-01-16:2,53.92
2022-05-01-16:17,52.81
2022-05-01-16:32,54.39
2022-05-01-16:47,41.86
2022-05-01-17:2,51.51
2022-05-01-17:17,50.06
2022-05-01-17:32,50.59
2022-05-01-17:47,46.35
2022-05-01-18:2,52.41
2022-05-01-18:17,47.3
2022-05-01-18:32,41.66
2022-05-01-18:47,46.21
2022-05-01-19:2,46.09
2022-05-01-19:17,47.16
2022-05-01-19:32,53.57
2022-05-01-19:47,42.07
2022-05-01-20:2,45.37
2022-05-01-20:17,46.27
2022-05-01-20:32,50.7
2022-05-01-20:47,41.83
2022-05-01-21:2,51.4
2022-05-01-21:17,53.57
2022-05-01-21:32,53.72
2022-05-01-21:47,54.59
2022-05-01-22:2,46.58
2022-05-01-22:17,52.46
2022-05-01-22:32,54.18
2022-05-01-22:47,49.35
2022-05-01-23:2,53.88
2022-05-01-23:17,47.39
2022-05-01-23:32,46.9
2022-05-01-23:47,44.04
2022-05-02-0:2,50.52
2022-05-02-0:17,50.08
2022-05-02-0:32,50.56
2022-05-02-0:47,52.84
2022-05-02-1:2,46.69
2022-05-02-1:17,47.67
2022-05-02-1:32,53.59
2022-05-02-1:47,50.58
2022-05-02-2:2,43.79
2022-05-02-2:17,51.2
2022-05-02-2:32,49.03
2022-05-02-2:47,50.69
2022-05-02-3:2,53.22
2022-05-02-3:17,51.87
2022-05-02-3:32,53.95
2022-05-02-3:47,43.72
2022-05-02-4:2,48.87
2022-05-02-4:17,47.25
2022-05-02-4:32,48.73
2022-05-02-4:47,46.81
2022-05-02-5:2,44.22
2022-05-02-5:17,45.56
2022-05-02-5:32,47.57
2022-05-02-5:47,42.97
2022-05-02-6:2,47.43
2022-05-02-6:17,47.81
2022-05-02-6:32,54.11
2022-05-02-6:47,42.87
2022-05-02-7:2,43.76
2022-05-02-7:17,46.39
2022-05-02-7:32,48.86
2022-05-02-7:47,52.84
2022-05-02-8:2,53.01
2022-05-02-8:17,52.02
2022-05-02-8:32,52.23
2022-05-02-8:47,42.83
2022-05-02-9:2,51.4
2022-05-02-9:17,42.82
2022-05-02-9:32,46.15
2022-05-02-9:47,48.47
2022-05-02-10:2,48.32
2022-05-02-10:17,49.95
2022-05-02-10:32,41.05
2022-05-02-10:47,52.74
2022-05-02-11:2,53.73
2022-05-02-11:17,49.06
2022-05-02-11:32,52.4
2022-05-02-11:47,42.38
2022-05-02-12:2,42.97
2022-05-02-12:17,44.9
2022-05-02-12:32,49.96
2022-05-02-12:47,48.35
2022-05-02-13:2,52.74
2022-05-02-13:17,49.14
2022-05-02-13:32,42.36
2022-05-02-13:47,44.35
2022-05-02-14:2,51.78
2022-05-02-14:17,50.86
2022-05-02-14:32,44.31
2022-05-02-14:47,49.01
2022-05-02-15:2,44.49
2022-05-02-15:17,47.67
2022-05-02-15:32,54.23
2022-05-02-15:47,45.54
2022-05-02-16:2,47.96
2022-05-02-16:17,45.74
2022-05-02-16:32,46.64
2022-05-02-16:47,47.67
2022-05-02-17:2,50.89
2022-05-02-17:17,52.05
2022-05-02-17:32,52.69
2022-05-02-17:47,44.09
2022-05-02-18:2,52.37
2022-05-02-18:17,48.26
2022-05-02-18:32,41.22
2022-05-02-18:47,43.51
2022-05-02-19:2,51.42
2022-05-02-19:17,46.21
2022-05-02-19:32,50.83
2022-05-02-19:47,48.38
2022-05-02-20:2,53.83
2022-05-02-20:17,42.25
2022-05-02-20:32,51.38
2022-05-02-20:47,47.41
2022-05-02-21:2,54.41
2022-05-02-21:17,45.7
2022-05-02-21:32,49.74
2022-05-02-21:47,51.89
2022-05-02-22:2,43.01
2022-05-02-22:17,53.34
2022-05-02-22:32,46.33
2022-05-02-22:47,47.37
2022-05-02-23:2,41.4
2022-05-02-23:17,44.18
2022-05-02-23:32,49.02
2022-05-02-23:47,43.79
2022-05-03-0:2,53.44
2022-05-03-0:17,46.52
2022-05-03-0:32,43.34
2022-05-03-0:47,52.18
2022-05-03-1:2,51.49
2022-05-03-1:17,46.28
2022-05-03-1:32,44.64
2022-05-03-1:47,41.2
2022-05-03-2:2,46.5
2022-05-03-2:17,50.86
2022-05-03-2:32,49.6
2022-05-03-2:47,49.99
2022-05-03-3:2,43.97
2022-05-03-3:17,49.54
2022-05-03-3:32,46.04
2022-05-03-3:47,44.02
2022-05-03-4:2,42.79
2022-05-03-4:17,46.15
2022-05-03-4:32,44.9
2022-05-03-4:47,47.07
2022-05-03-5:2,52.39
2022-05-03-5:17,41.89
2022-05-03-5:32,42.29
2022-05-03-5:47,51.79
2022-05-03-6:2,42.97
2022-05-03-6:17,42.99
2022-05-03-6:32,47.26
2022-05-03-6:47,53.69
2022-05-03-7:2,53.62
2022-05-03-7:17,42.46
2022-05-03-7:32,44.69
2022-05-03-7:47,49.19
2022-05-03-8:2,48.19
2022-05-03-8:17,42.36
2022-05-03-8:32,52.26
2022-05-03-8:47,54.39
2022-05-03-9:2,43.76
2022-05-03-9:17,53.36
2022-05-03-9:32,41.48
2022-05-03-9:47,48.45
2022-05-03-10:2,50.78
2022-05-03-10:17,42.68
2022-05-03-10:32,52.48
2022-05-03-10:47,45.09
2022-05-03-11:2,52.81
2022-05-03-11:17,45.01
2022-05-03-11:32,47.73
2022-05-03-11:47,49.6
2022-05-03-12:2,44.56
2022-05-03-12:17,52.99
2022-05-03-12:32,41.95
2022-05-03-12:47,52.51
2022-05-03-13:2,48.29
2022-05-03-13:17,46.03
2022-05-03-13:32,41.55
2022-05-03-13:47,41.09
2022-05-03-14:2,44.66
2022-05-03-14:17,49.18
2022-05-03-14:32,44.38
2022-05-03-14:47,48.44
2022-05-03-15:2,44.6
2022-05-03-15:17,41.84
2022-05-03-15:32,45.19
2022-05-03-15:47,45.59
2022-05-03-16:2,50.59
2022-05-03-16:17,52.17
2022-05-03-16:32,52.12
2022-05-03-16:47,49.66
2022-05-03-17:2,47.22
2022-05-03-17:17,41.26
2022-05-03-17:32,42.41
2022-05-03-17:47,43.64
2022-05-03-18:2,50.21
2022-05-03-18:17,46.22
2022-05-03-18:32,43.13
2022-05-03-18:47,42.03
2022-05-03-19:2,52.64
2022-05-03-19:17,49.17
2022-05-03-19:32,54.55
2022-05-03-19:47,50.05
2022-05-03-20:2,52.29
2022-05-03-20:17,53.3
2022-05-03-20:32,45.09
2022-05-03-20:47,52.44
2022-05-03-21:2,42.19
2022-05-03-21:17,48.03
2022-05-03-21:32,50.87
2022-05-03-21:47,45.62
2022-05-03-22:2,45.31
2022-05-03-22:17,48.89
2022-05-03-22:32,49.76
2022-05-03-22:47,47.33
2022-05-03-23:2,43.93
2022-05-03-23:17,42.04
2022-05-03-23:32,47.06
2022-05-03-23:47,42.44
2022-05-04-0:2,42.07
2022-05-04-0:17,44.6
2022-05-04-0:32,41.47
2022-05-04-0:47,49.14
2022-05-04-1:2,51.11
2022-05-04-1:17,52.76
2022-05-04-1:32,48.17
2022-05-04-1:47,42.11
2022-05-04-2:2,44.2
2022-05-04-2:17,45.98
2022-05-04-2:32,45.46
2022-05-04-2:47,41.94
2022-05-04-3:2,49.52
2022-05-04-3:17,42.83
2022-05-04-3:32,46.04
2022-05-04-3:47,41.3
2022-05-04-4:2,53.32
2022-05-04-4:17,44.23
2022-05-04-4:32,50.7
2022-05-04-4:47,50.2
2022-05-04-5:2,50.67
2022-05-04-5:17,44.89
2022-05-04-5:32,44.19
2022-05-04-5:47,47.0
2022-05-04-6:2,53.47
2022-05-04-6:17,47.51
2022-05-04-6:32,43.7
2022-05-04-6:47,52.65
2022-05-04-7:2,52.82
2022-05-04-7:17,53.74
2022-05-04-7:32,54.05
2022-05-04-7:47,50.64
2022-05-04-8:2,53.84
2022-05-04-8:17,41.71
2022-05-04-8:32,52.27
2022-05-04-8:47,50.97
2022-05-04-9:2,52.65
2022-05-04-9:17,49.64
2022-05-04-9:32,46.71
2022-05-04-9:47,50.67
2022-05-04-10:2,53.8
2022-05-04-10:17,47.22
2022-05-04-10:32,46.84
2022-05-04-10:47,41.67
2022-05-04-11:2,49.14
2022-05-04-11:17,46.36
2022-05-04-11:32,52.31
2022-05-04-11:47,42.66
2022-05-04-12:2,51.39
2022-05-04-12:17,42.64
2022-05-04-12:32,42.0
2022-05-04-12:47,49.43
2022-05-04-13:2,48.99
2022-05-04-13:17,44.68
2022-05-04-13:32,52.81
2022-05-04-13:47,45.89
2022-05-04-14:2,41.83
2022-05-04-14:17,41.45
2022-05-04-14:32,49.38
2022-05-04-14:47,49.78
2022-05-04-15:2,46.07
2022-05-04-15:17,54.14
2022-05-04-15:32,53.5
2022-05-04-15:47,47.46
2022-05-04-16:2,49.73
2022-05-04-16:17,45.81
2022-05-04-16:32,54.59
2022-05-04-16:47,50.23
2022-05-04-17:2,49.83
2022-05-04-17:17,41.51
2022-05-04-17:33,52.48
2022-05-04-17:48,42.67
2022-05-04-18:3,50.26
2022-05-04-18:18,52.19
2022-05-04-18:33,47.83
2022-05-04-18:48,51.1
2022-05-04-19:3,47.97
2022-05-04-19:18,45.32
2022-05-04-19:33,46.23
2022-05-04-19:48,53.41
2022-05-04-20:3,47.36
2022-05-04-20:18,46.97
2022-05-04-20:33,43.99
2022-05-04-20:48,51.26
2022-05-04-21:3,45.33
2022-05-04-21:18,46.68
2022-05-04-21:33,49.16
2022-05-04-21:48,41.0
2022-05-04-22:3,46.07
2022-05-04-22:18,49.76
2022-05-04-22:33,53.43
2022-05-04-22:48,48.16
2022-05-04-23:3,44.65
2022-05-04-23:18,52.91
2022-05-04-23:33,46.74
2022-05-04-23:48,48.24
2022-05-05-0:3,46.73
2022-05-05-0:18,42.98
2022-05-05-0:33,43.17
2022-05-05-0:48,48.49
2022-05-05-1:3,52.26
2022-05-05-1:18,46.91
2022-05-05-1:33,43.63
2022-05-05-1:48,53.94
2022-05-05-2:3,53.15
2022-05-05-2:18,46.35
2022-05-05-2:33,43.33
2022-05-05-2:48,50.5
2022-05-05-3:3,53.32
2022-05-05-3:18,41.4
2022-05-05-3:33,53.14
2022-05-05-3:48,48.97
2022-05-05-4:3,41.68
2022-05-05-4:18,47.25
2022-05-05-4:33,42.19
2022-05-05-4:48,53.29
2022-05-05-5:3,52.39
2022-05-05-5:18,41.18
2022-05-05-5:33,51.62
2022-05-05-5:48,49.12
2022-05-05-6:3,46.62
2022-05-05-6:18,46.91
2022-05-05-6:33,52.46
2022-05-05-6:48,45.14
2022-05-05-7:3,44.99
2022-05-05-7:18,43.81
2022-05-05-7:33,52.32
2022-05-05-7:48,41.81
2022-05-05-8:3,45.58
2022-05-05-8:18,51.79
2022-05-05-8:33,41.24
2022-05-05-8:48,45.71
2022-05-05-9:3,43.16
2022-05-05-9:18,53.24
2022-05-05-9:33,41.35
2022-05-05-9:48,45.43
2022-05-05-10:3,44.31
2022-05-05-10:18,47.04
2022-05-05-10:33,41.69
2022-05-05-10:48,47.85
2022-05-05-11:3,50.19
2022-05-05-11:18,42.05
2022-05-05-11:33,51.6
2022-05-05-11:48,51.43
2022-05-05-12:3,42.78
2022-05-05-12:18,41.83
2022-05-05-12:33,45.78
2022-05-05-12:48,46.13
2022-05-05-13:3,51.85
2022-05-05-13:18,44.37
2022-05-05-13:33,42.8
2022-05-05-13:48,52.18
2022-05-05-14:3,43.03
2022-05-05-14:18,42.41
2022-05-05-14:33,47.58
2022-05-05-14:48,43.48
2022-05-05-15:3,48.37
2022-05-05-15:18,45.02
2022-05-05-15:33,54.39
2022-05-05-15:48,44.52
2022-05-05-16:3,49.67
2022-05-05-16:18,48.81
2022-05-05-16:33,50.8
2022-05-05-16:48,45.25
2022-05-05-17:3,53.32
2022-05-05-17:18,47.91
2022-05-05-17:33,45.7
2022-05-05-17:48,54.13
2022-05-05-18:3,51.75
2022-05-05-18:18,45.67
2022-05-05-18:33,49.37
2022-05-05-18:48,50.6
2022-05-05-19:3,47.97
2022-05-05-19:18,48.58
2022-05-05-19:33,50.33
2022-05-05-19:48,53.5
2022-05-05-20:3,47.07
2022-05-05-20:18,45.2
2022-05-05-20:33,48.41
2022-05-05-20:48,43.79
2022-05-05-21:3,49.1
2022-05-05-21:18,49.71
2022-05-05-21:33,46.25
2022-05-05-21:48,54.52
2022-05-05-22:3,45.42
2022-05-05-22:18,51.39
2022-05-05-22:33,43.74
2022-05-05-22:48,52.11
2022-05-05-23:3,41.45
2022-05-05-23:18,49.7
2022-05-05-23:33,43.39
2022-05-05-23:48,47.51
2022-05-06-0:3,51.74
2022-05-06-0:18,43.88
2022-05-06-0:33,41.8
2022-05-06-0:48,45.63
2022-05-06-1:3,41.87
2022-05-06-1:18,42.93
2022-05-06-1:33,51.32
2022-05-06-1:48,42.6
2022-05-06-2:3,47.27
2022-05-06-2:18,41.88
2022-05-06-2:33,51.38
2022-05-06-2:48,45.41
2022-05-06-3:3,44.71
2022-05-06-3:18,49.04
2022-05-06-3:33,46.98
2022-05-06-3:48,47.33
2022-05-06-4:3,45.25
2022-05-06-4:18,51.76
2022-05-06-4:33,42.79
2022-05-06-4:48,43.05
2022-05-06-5:3,43.26
2022-05-06-5:18,50.7
2022-05-06-5:33,49.96
2022-05-06-5:48,43.86
2022-05-06-6:3,43.45
2022-05-06-6:18,46.09
2022-05-06-6:33,48.79
2022-05-06-6:48,50.96
2022-05-06-7:3,44.5
2022-05-06-7:18,46.69
2022-05-06-7:33,41.95
2022-05-06-7:48,43.14
2022-05-06-8:3,41.52
2022-05-06-8:18,41.28
2022-05-06-8:33,52.75
2022-05-06-8:48,45.68
2022-05-06-9:3,49.05
2022-05-06-9:18,48.77
2022-05-06-9:33,49.89
2022-05-06-9:48,41.28
2022-05-06-10:3,43.6
2022-05-06-10:18,46.36
2022-05-06-10:33,45.65
2022-05-06-10:48,53.16
2022-05-06-11:3,42.6
2022-05-06-11:18,53.0
2022-05-06-11:33,46.48
2022-05-06-11:48,52.29
2022-05-06-12:3,51.56
2022-05-06-12:18,52.39
2022-05-06-12:33,43.12
2022-05-06-12:48,50.29
2022-05-06-13:3,51.58
2022-05-06-13:18,52.34
2022-05-06-13:33,41.4
2022-05-06-13:48,48.64
2022-05-06-14:3,54.33
2022-05-06-14:18,50.7
2022-05-06-14:33,48.37
2022-05-06-14:48,50.32
2022-05-06-15:3,43.26
2022-05-06-15:18,51.03
2022-05-06-15:33,43.16
2022-05-06-15:48,43.84
2022-05-06-16:3,50.12
2022-05-06-16:18,49.32
2022-05-06-16:33,50.76
2022-05-06-16:48,54.08
2022-05-06-17:3,49.91
2022-05-06-17:18,44.12
2022-05-06-17:33,46.55
2022-05-06-17:48,47.22
2022-05-06-18:3,41.73
2022-05-06-18:18,41.54
2022-05-06-18:33,54.17
2022-05-06-18:48,44.31
2022-05-06-19:3,52.54
2022-05-06-19:18,52.11
2022-05-06-19:33,51.26
2022-05-06-19:48,50.1
2022-05-06-20:3,47.43
2022-05-06-20:18,42.6
2022-05-06-20:33,47.44
2022-05-06-20:48,41.75
2022-05-06-21:3,45.02
2022-05-06-21:18,51.61
2022-05-06-21:33,51.78
2022-05-06-21:48,48.05
2022-05-06-22:3,43.08
2022-05-06-22:18,41.99
2022-05-06-22:33,44.37
