Time,Temperature
2022-10-03-1:22,32.59
2022-10-03-1:37,32.43
2022-10-03-1:53,32.42
2022-10-03-2:8,32.52
2022-10-03-2:23,32.41
2022-10-03-2:38,32.44
2022-10-03-2:53,32.43
2022-10-03-3:8,32.43
2022-10-03-3:23,32.45
2022-10-03-3:38,32.43
2022-10-03-3:53,32.48
2022-10-03-4:8,32.47
2022-10-03-4:23,32.43
2022-10-03-4:38,32.48
2022-10-03-4:53,32.55
2022-10-03-5:8,32.51
2022-10-03-5:23,32.52
2022-10-03-5:38,32.53
2022-10-03-5:53,32.53
2022-10-03-6:8,32.54
2022-10-03-6:23,32.4
2022-10-03-6:38,32.51
2022-10-03-6:53,32.47
2022-10-03-7:8,32.6
2022-10-03-7:24,32.49
2022-10-03-7:39,32.58
2022-10-03-7:54,32.43
2022-10-03-8:9,32.43
2022-10-03-8:24,32.47
2022-10-03-8:39,32.41
2022-10-03-8:54,32.5
2022-10-03-9:9,32.55
2022-10-03-9:24,32.42
2022-10-03-9:39,32.49
2022-10-03-9:54,32.5
2022-10-03-10:9,32.47
2022-10-03-10:24,32.5
2022-10-03-10:39,32.57
2022-10-03-10:54,32.58
2022-10-03-11:9,32.44
2022-10-03-11:24,32.46
2022-10-03-11:39,32.53
2022-10-03-11:55,32.5
2022-10-03-12:10,32.5
2022-10-03-12:25,32.56
2022-10-03-12:40,32.45
2022-10-03-12:55,32.45
2022-10-03-13:10,32.43
2022-10-03-13:25,32.59
2022-10-03-13:40,32.51
2022-10-03-13:55,32.57
2022-10-03-14:10,32.47
2022-10-03-14:25,32.51
2022-10-03-14:40,32.4
2022-10-03-14:55,32.45
2022-10-03-15:10,32.54
2022-10-03-15:25,32.54
2022-10-03-15:40,32.43
2022-10-03-15:55,32.56
2022-10-03-16:10,32.52
2022-10-03-16:25,32.48
2022-10-03-16:40,32.59
2022-10-03-16:55,32.59
2022-10-03-17:10,32.54
2022-10-03-17:25,32.51
2022-10-03-17:41,32.59
2022-10-03-17:56,32.5
2022-10-03-18:11,32.48
2022-10-03-18:26,32.55
2022-10-03-18:41,32.54
2022-10-03-18:56,32.47
2022-10-03-19:11,32.6
2022-10-03-19:26,32.47
2022-10-03-19:41,32.53
2022-10-03-19:56,32.47
2022-10-03-20:11,32.45
2022-10-03-20:26,32.58
2022-10-03-20:41,32.47
2022-10-03-20:56,32.55
2022-10-03-21:11,32.54
2022-10-03-21:27,32.44
2022-10-03-21:42,32.59
2022-10-03-21:57,32.57
2022-10-03-22:12,32.56
2022-10-03-22:27,32.4
2022-10-03-22:42,32.58
2022-10-03-22:57,32.53
2022-10-03-23:12,32.51
2022-10-03-23:27,32.5
2022-10-03-23:42,32.42
2022-10-03-23:57,32.52
2022-10-04-0:7,32.47
2022-10-04-0:22,32.49
2022-10-04-0:37,32.53
2022-10-04-0:52,32.45
2022-10-04-1:7,32.5
2022-10-04-1:22,32.41
2022-10-04-1:37,32.47
2022-10-04-1:53,32.52
2022-10-04-2:8,32.54
2022-10-04-2:23,32.51
2022-10-04-2:38,32.49
2022-10-04-2:53,32.5
2022-10-04-3:8,32.5
2022-10-04-3:23,32.43
2022-10-04-3:38,32.59
2022-10-04-3:53,32.45
2022-10-04-4:8,32.43
2022-10-04-4:23,32.52
2022-10-04-4:38,32.43
2022-10-04-4:53,32.49
2022-10-04-5:8,32.46
2022-10-04-5:23,32.44
2022-10-04-5:38,32.58
2022-10-04-5:53,32.54
2022-10-04-6:8,32.52
2022-10-04-6:23,32.58
2022-10-04-6:38,32.59
2022-10-04-6:53,32.57
2022-10-04-7:8,32.53
2022-10-04-7:24,32.57
2022-10-04-7:39,32.52
2022-10-04-7:54,32.56
2022-10-04-8:9,32.46
2022-10-04-8:24,32.6
2022-10-04-8:39,32.42
2022-10-04-8:54,32.48
2022-10-04-9:9,32.49
2022-10-04-9:24,32.51
2022-10-04-9:39,32.42
2022-10-04-9:54,32.53
2022-10-04-10:9,32.52
2022-10-04-10:24,32.53
2022-10-04-10:39,32.49
2022-10-04-10:54,32.52
2022-10-04-11:9,32.53
2022-10-04-11:24,32.58
2022-10-04-11:39,32.41
2022-10-04-11:55,32.56
2022-10-04-12:10,32.47
2022-10-04-12:25,32.4
2022-10-04-12:40,32.59
2022-10-04-12:55,32.53
2022-10-04-13:10,32.43
2022-10-04-13:25,32.43
2022-10-04-13:40,32.53
2022-10-04-13:55,32.47
2022-10-04-14:10,32.49
2022-10-04-14:25,32.44
2022-10-04-14:40,32.45
2022-10-04-14:55,32.44
2022-10-04-15:10,32.41
2022-10-04-15:25,32.42
2022-10-04-15:40,32.6
2022-10-04-15:55,32.53
2022-10-04-16:10,32.54
2022-10-04-16:25,32.58
2022-10-04-16:40,32.59
2022-10-04-16:55,32.45
2022-10-04-17:10,32.41
2022-10-04-17:25,32.54
2022-10-04-17:41,32.48
2022-10-04-17:56,32.55
2022-10-04-18:11,32.52
2022-10-04-18:26,32.42
2022-10-04-18:41,32.47
2022-10-04-18:56,32.44
2022-10-04-19:11,32.56
2022-10-04-19:26,32.45
2022-10-04-19:41,32.44
2022-10-04-19:56,32.44
2022-10-04-20:11,32.49
2022-10-04-20:26,32.59
2022-10-04-20:41,32.57
2022-10-04-20:56,32.46
2022-10-04-21:11,32.49
2022-10-04-21:27,32.55
2022-10-04-21:42,32.51
2022-10-04-21:57,32.46
2022-10-04-22:12,32.57
2022-10-04-22:27,32.58
2022-10-04-22:42,32.53
2022-10-04-22:57,32.45
2022-10-04-23:12,32.59
2022-10-04-23:27,32.52
2022-10-04-23:42,32.45
2022-10-04-23:57,32.59
2022-10-05-0:7,32.51
2022-10-05-0:22,32.42
2022-10-05-0:37,32.45
2022-10-05-0:52,32.51
2022-10-05-1:7,32.41
2022-10-05-1:22,32.58
2022-10-05-1:37,32.41
2022-10-05-1:53,32.58
2022-10-05-2:8,32.47
2022-10-05-2:23,32.48
2022-10-05-2:38,32.51
2022-10-05-2:53,32.47
2022-10-05-3:8,32.43
2022-10-05-3:23,32.53
2022-10-05-3:38,32.5
2022-10-05-3:53,32.42
2022-10-05-4:8,32.57
2022-10-05-4:23,32.57
2022-10-05-4:38,32.54
2022-10-05-4:53,32.45
2022-10-05-5:8,32.58
2022-10-05-5:23,32.54
2022-10-05-5:38,32.53
2022-10-05-5:53,32.47
2022-10-05-6:8,32.46
2022-10-05-6:23,32.53
2022-10-05-6:38,32.56
2022-10-05-6:53,32.58
2022-10-05-7:8,32.57
2022-10-05-7:24,32.56
2022-10-05-7:39,32.49
2022-10-05-7:54,32.58
2022-10-05-8:9,32.51
2022-10-05-8:24,32.58
2022-10-05-8:39,32.54
2022-10-05-8:54,32.41
2022-10-05-9:9,32.47
2022-10-05-9:24,32.43
2022-10-05-9:39,32.59
2022-10-05-9:54,32.4
2022-10-05-10:9,32.58
2022-10-05-10:24,32.56
2022-10-05-10:39,32.53
2022-10-05-10:54,32.44
2022-10-05-11:9,32.49
2022-10-05-11:24,32.49
2022-10-05-11:39,32.48
2022-10-05-11:55,32.48
2022-10-05-12:10,32.44
2022-10-05-12:25,32.42
2022-10-05-12:40,32.51
2022-10-05-12:55,32.41
2022-10-05-13:10,32.52
2022-10-05-13:25,32.5
2022-10-05-13:40,32.42
2022-10-05-13:55,32.48
2022-10-05-14:10,32.58
2022-10-05-14:25,32.57
2022-10-05-14:40,32.56
2022-10-05-14:55,32.5
2022-10-05-15:10,32.6
2022-10-05-15:25,32.57
2022-10-05-15:40,32.49
2022-10-05-15:55,32.49
2022-10-05-16:10,32.58
2022-10-05-16:25,32.53
2022-10-05-16:40,32.58
2022-10-05-16:55,32.44
2022-10-05-17:10,32.53
2022-10-05-17:25,32.43
2022-10-05-17:41,32.54
2022-10-05-17:56,32.48
2022-10-05-18:11,32.52
2022-10-05-18:26,32.47
2022-10-05-18:41,32.51
2022-10-05-18:56,32.57
2022-10-05-19:11,32.55
2022-10-05-19:26,32.5
2022-10-05-19:41,32.51
2022-10-05-19:56,32.48
2022-10-05-20:11,32.5
2022-10-05-20:26,32.51
2022-10-05-20:41,32.46
2022-10-05-20:56,32.42
2022-10-05-21:11,32.55
2022-10-05-21:27,32.51
2022-10-05-21:42,32.58
2022-10-05-21:57,32.52
2022-10-05-22:12,32.41
2022-10-05-22:27,32.48
2022-10-05-22:42,32.41
2022-10-05-22:57,32.59
2022-10-05-23:12,32.6
2022-10-05-23:27,32.41
2022-10-05-23:42,32.49
2022-10-05-23:57,32.58
2022-10-06-0:7,32.44
2022-10-06-0:22,32.49
2022-10-06-0:37,32.51
2022-10-06-0:52,32.41
2022-10-06-1:7,32.53
2022-10-06-1:22,32.54
2022-10-06-1:37,32.52
2022-10-06-1:53,32.51
2022-10-06-2:8,32.52
2022-10-06-2:23,32.49
2022-10-06-2:38,32.44
2022-10-06-2:53,32.51
2022-10-06-3:8,32.46
2022-10-06-3:23,32.41
2022-10-06-3:38,32.53
2022-10-06-3:53,32.53
2022-10-06-4:8,32.51
2022-10-06-4:23,32.59
2022-10-06-4:38,32.5
2022-10-06-4:53,32.48
2022-10-06-5:8,32.58
2022-10-06-5:23,32.42
2022-10-06-5:38,32.55
2022-10-06-5:53,32.4
2022-10-06-6:8,32.52
2022-10-06-6:23,32.43
2022-10-06-6:38,32.57
2022-10-06-6:53,32.57
2022-10-06-7:8,32.58
2022-10-06-7:24,32.46
2022-10-06-7:39,32.46
2022-10-06-7:54,32.56
2022-10-06-8:9,32.53
2022-10-06-8:24,32.59
2022-10-06-8:39,32.43
2022-10-06-8:54,32.45
2022-10-06-9:9,32.54
2022-10-06-9:24,32.55
2022-10-06-9:39,32.59
2022-10-06-9:54,32.54
2022-10-06-10:9,32.48
2022-10-06-10:24,32.47
2022-10-06-10:39,32.43
2022-10-06-10:54,32.57
2022-10-06-11:9,32.42
2022-10-06-11:24,32.43
2022-10-06-11:39,32.43
2022-10-06-11:55,32.48
2022-10-06-12:10,32.57
2022-10-06-12:25,32.5
2022-10-06-12:40,32.45
2022-10-06-12:55,32.5
2022-10-06-13:10,32.54
2022-10-06-13:25,32.59
2022-10-06-13:40,32.49
2022-10-06-13:55,32.58
2022-10-06-14:10,32.58
2022-10-06-14:25,32.45
2022-10-06-14:40,32.41
2022-10-06-14:55,32.52
2022-10-06-15:10,32.4
2022-10-06-15:25,32.44
2022-10-06-15:40,32.47
2022-10-06-15:55,32.47
2022-10-06-16:10,32.5
2022-10-06-16:25,32.45
2022-10-06-16:40,32.55
2022-10-06-16:55,32.58
2022-10-06-17:10,32.56
2022-10-06-17:25,32.53
2022-10-06-17:41,32.41
2022-10-06-17:56,32.43
2022-10-06-18:11,32.47
2022-10-06-18:26,32.6
2022-10-06-18:41,32.5
2022-10-06-18:56,32.48
2022-10-06-19:11,32.44
2022-10-06-19:26,32.44
2022-10-06-19:41,32.45
2022-10-06-19:56,32.49
2022-10-06-20:11,32.57
2022-10-06-20:26,32.5
2022-10-06-20:41,32.52
2022-10-06-20:56,32.42
2022-10-06-21:11,32.46
2022-10-06-21:27,32.53
2022-10-06-21:42,32.54
2022-10-06-21:57,32.58
2022-10-06-22:12,32.56
2022-10-06-22:27,32.49
2022-10-06-22:42,32.6
2022-10-06-22:57,32.53
2022-10-06-23:12,32.45
2022-10-06-23:27,32.49
2022-10-06-23:42,32.53
2022-10-06-23:57,32.56
2022-10-07-0:7,32.41
2022-10-07-0:22,32.5
2022-10-07-0:37,32.59
2022-10-07-0:52,32.4
2022-10-07-1:7,32.41
2022-10-07-1:22,32.53
2022-10-07-1:37,32.51
2022-10-07-1:53,32.54
2022-10-07-2:8,32.44
2022-10-07-2:23,32.41
2022-10-07-2:38,32.5
2022-10-07-2:53,32.49
2022-10-07-3:8,32.6
2022-10-07-3:23,32.48
2022-10-07-3:38,32.52
2022-10-07-3:53,32.5
2022-10-07-4:8,32.52
2022-10-07-4:23,32.59
2022-10-07-4:38,32.5
2022-10-07-4:53,32.48
2022-10-07-5:8,32.4
2022-10-07-5:23,32.51
2022-10-07-5:38,32.46
2022-10-07-5:53,32.6
2022-10-07-6:8,32.43
2022-10-07-6:23,32.52
2022-10-07-6:38,32.41
2022-10-07-6:53,32.41
2022-10-07-7:8,32.4
2022-10-07-7:24,32.47
2022-10-07-7:39,32.42
2022-10-07-7:54,32.47
2022-10-07-8:9,32.42
2022-10-07-8:24,32.43
2022-10-07-8:39,32.55
2022-10-07-8:54,32.43
2022-10-07-9:9,32.45
2022-10-07-9:24,32.4
2022-10-07-9:39,32.59
2022-10-07-9:54,32.46
2022-10-07-10:9,32.45
2022-10-07-10:24,32.52
2022-10-07-10:39,32.6
2022-10-07-10:54,32.59
2022-10-07-11:9,32.47
2022-10-07-11:24,32.56
2022-10-07-11:39,32.56
2022-10-07-11:55,32.43
2022-10-07-12:10,32.58
2022-10-07-12:25,32.56
2022-10-07-12:40,32.6
2022-10-07-12:55,32.44
2022-10-07-13:10,32.5
2022-10-07-13:25,32.58
2022-10-07-13:40,32.58
2022-10-07-13:55,32.54
2022-10-07-14:10,32.41
2022-10-07-14:25,32.48
2022-10-07-14:40,32.58
2022-10-07-14:55,32.51
2022-10-07-15:10,32.46
2022-10-07-15:25,32.6
2022-10-07-15:40,32.44
2022-10-07-15:55,32.49
2022-10-07-16:10,32.57
2022-10-07-16:25,32.54
2022-10-07-16:40,32.47
2022-10-07-16:55,32.49
2022-10-07-17:10,32.41
2022-10-07-17:25,32.53
2022-10-07-17:41,32.56
2022-10-07-17:56,32.52
2022-10-07-18:11,32.48
2022-10-07-18:26,32.59
2022-10-07-18:41,32.51
2022-10-07-18:56,32.45
2022-10-07-19:11,32.43
2022-10-07-19:26,32.47
2022-10-07-19:41,32.49
2022-10-07-19:56,32.44
2022-10-07-20:11,32.53
2022-10-07-20:26,32.59
2022-10-07-20:41,32.54
2022-10-07-20:56,32.42
2022-10-07-21:11,32.45
2022-10-07-21:27,32.45
2022-10-07-21:42,32.56
2022-10-07-21:57,32.6
2022-10-07-22:12,32.59
2022-10-07-22:27,32.53
2022-10-07-22:42,32.53
2022-10-07-22:57,32.51
2022-10-07-23:12,32.47
2022-10-07-23:27,32.46
2022-10-07-23:42,32.46
2022-10-07-23:57,32.59
2022-10-08-0:7,32.59
2022-10-08-0:22,32.44
2022-10-08-0:37,32.44
2022-10-08-0:52,32.5
2022-10-08-1:7,32.47
2022-10-08-1:22,32.58
2022-10-08-1:37,32.6
2022-10-08-1:53,32.53
2022-10-08-2:8,32.42
2022-10-08-2:23,32.57
2022-10-08-2:38,32.58
2022-10-08-2:53,32.41
2022-10-08-3:8,32.52
2022-10-08-3:23,32.49
2022-10-08-3:38,32.53
2022-10-08-3:53,32.46
2022-10-08-4:8,32.56
2022-10-08-4:23,32.54
2022-10-08-4:38,32.56
2022-10-08-4:53,32.53
2022-10-08-5:8,32.52
2022-10-08-5:23,32.53
2022-10-08-5:38,32.47
2022-10-08-5:53,32.49
2022-10-08-6:8,32.56
2022-10-08-6:23,32.57
2022-10-08-6:38,32.4
2022-10-08-6:53,32.55
2022-10-08-7:8,32.55
2022-10-08-7:24,32.54
2022-10-08-7:39,32.53
2022-10-08-7:54,32.42
2022-10-08-8:9,32.59
2022-10-08-8:24,32.59
2022-10-08-8:39,32.41
2022-10-08-8:54,32.56
2022-10-08-9:9,32.58
2022-10-08-9:24,32.46
2022-10-08-9:39,32.51
2022-10-08-9:54,32.47
2022-10-08-10:9,32.44
2022-10-08-10:24,32.59
2022-10-08-10:39,32.46
2022-10-08-10:54,32.52
2022-10-08-11:9,32.56
2022-10-08-11:24,32.49
2022-10-08-11:39,32.46
2022-10-08-11:55,32.58
2022-10-08-12:10,32.49
2022-10-08-12:25,32.57
2022-10-08-12:40,32.46
2022-10-08-12:55,32.58
2022-10-08-13:10,32.47
2022-10-08-13:25,32.52
2022-10-08-13:40,32.53
2022-10-08-13:55,32.5
2022-10-08-14:10,32.48
2022-10-08-14:25,32.46
2022-10-08-14:40,32.45
2022-10-08-14:55,32.41
2022-10-08-15:10,32.53
2022-10-08-15:25,32.55
2022-10-08-15:40,32.53
2022-10-08-15:55,32.57
2022-10-08-16:10,32.45
2022-10-08-16:25,32.52
2022-10-08-16:40,32.54
2022-10-08-16:55,32.5
2022-10-08-17:10,32.55
2022-10-08-17:25,32.54
2022-10-08-17:41,32.49
2022-10-08-17:56,32.44
2022-10-08-18:11,32.47
2022-10-08-18:26,32.53
2022-10-08-18:41,32.56
2022-10-08-18:56,32.53
2022-10-08-19:11,32.4
2022-10-08-19:26,32.52
2022-10-08-19:41,32.49
2022-10-08-19:56,32.44
2022-10-08-20:11,32.45
2022-10-08-20:26,32.54
2022-10-08-20:41,32.43
2022-10-08-20:56,32.5
2022-10-08-21:11,32.51
2022-10-08-21:27,32.45
2022-10-08-21:42,32.57
2022-10-08-21:57,32.43
2022-10-08-22:12,32.42
2022-10-08-22:27,32.41
2022-10-08-22:42,32.45
2022-10-08-22:57,32.4
2022-10-08-23:12,32.51
2022-10-08-23:27,32.5
2022-10-08-23:42,32.53
2022-10-08-23:57,32.54
2022-10-09-0:7,32.44
2022-10-09-0:22,32.46
2022-10-09-0:37,32.45
2022-10-09-0:52,32.56
2022-10-09-1:7,32.58
2022-10-09-1:22,32.55
2022-10-09-1:37,32.55
2022-10-09-1:53,32.52
2022-10-09-2:8,32.58
2022-10-09-2:23,32.55
2022-10-09-2:38,32.57
2022-10-09-2:53,32.42
2022-10-09-3:8,32.51
2022-10-09-3:23,32.5
2022-10-09-3:38,32.44
2022-10-09-3:53,32.57
2022-10-09-4:8,32.46
2022-10-09-4:23,32.58
2022-10-09-4:38,32.56
2022-10-09-4:53,32.49
2022-10-09-5:8,32.49
2022-10-09-5:23,32.52
2022-10-09-5:38,32.58
2022-10-09-5:53,32.4
2022-10-09-6:8,32.59
2022-10-09-6:23,32.49
2022-10-09-6:38,32.47
2022-10-09-6:53,32.52
2022-10-09-7:8,32.48
2022-10-09-7:24,32.41
2022-10-09-7:39,32.56
2022-10-09-7:54,32.52
2022-10-09-8:9,32.5
2022-10-09-8:24,32.48
2022-10-09-8:39,32.58
2022-10-09-8:54,32.55
2022-10-09-9:9,32.42
2022-10-09-9:24,32.52
2022-10-09-9:39,32.52
2022-10-09-9:54,32.59
2022-10-09-10:9,32.56
2022-10-09-10:24,32.41
2022-10-09-10:39,32.47
2022-10-09-10:54,32.59
2022-10-09-11:9,32.57
2022-10-09-11:24,32.59
2022-10-09-11:39,32.44
2022-10-09-11:55,32.52
2022-10-09-12:10,32.54
2022-10-09-12:25,32.47
2022-10-09-12:40,32.41
2022-10-09-12:55,32.46
2022-10-09-13:10,32.55
2022-10-09-13:25,32.57
2022-10-09-13:40,32.4
2022-10-09-13:55,32.55
2022-10-09-14:10,32.54
2022-10-09-14:25,32.47
2022-10-09-14:40,32.6
2022-10-09-14:55,32.42
2022-10-09-15:10,32.51
2022-10-09-15:25,32.5
2022-10-09-15:40,32.47
2022-10-09-15:55,32.5
2022-10-09-16:10,32.48
2022-10-09-16:25,32.53
2022-10-09-16:40,32.52
2022-10-09-16:55,32.48
2022-10-09-17:10,32.47
2022-10-09-17:25,32.43
2022-10-09-17:41,32.55
2022-10-09-17:56,32.52
2022-10-09-18:11,32.55
2022-10-09-18:26,32.51
2022-10-09-18:41,32.6
2022-10-09-18:56,32.43
2022-10-09-19:11,32.47
2022-10-09-19:26,32.43
2022-10-09-19:41,32.55
2022-10-09-19:56,32.46
2022-10-09-20:11,32.48
2022-10-09-20:26,32.55
2022-10-09-20:41,32.58
2022-10-09-20:56,32.42
2022-10-09-21:11,32.43
2022-10-09-21:27,32.43
2022-10-09-21:42,32.41
2022-10-09-21:57,32.43
2022-10-09-22:12,32.43
2022-10-09-22:27,32.59
2022-10-09-22:42,32.44
2022-10-09-22:57,32.59
2022-10-09-23:12,32.57
2022-10-09-23:27,32.53
2022-10-09-23:42,32.49
2022-10-09-23:57,32.57
2022-10-10-0:7,32.55
2022-10-10-0:22,32.45
2022-10-10-0:37,32.43
2022-10-10-0:52,32.41
2022-10-10-1:7,32.59
2022-10-10-1:22,32.47
2022-10-10-1:37,32.43
2022-10-10-1:53,32.58
2022-10-10-2:8,32.58
2022-10-10-2:23,32.58
2022-10-10-2:38,32.48
2022-10-10-2:53,32.5
2022-10-10-3:8,32.52
2022-10-10-3:23,32.59
2022-10-10-3:38,32.47
2022-10-10-3:53,32.47
2022-10-10-4:8,32.51
2022-10-10-4:23,32.47
2022-10-10-4:38,32.42
2022-10-10-4:53,32.58
2022-10-10-5:8,32.56
2022-10-10-5:23,32.42
2022-10-10-5:38,32.56
2022-10-10-5:53,32.56
2022-10-10-6:8,32.51
2022-10-10-6:23,32.44
2022-10-10-6:38,32.46
2022-10-10-6:53,32.47
2022-10-10-7:8,32.43
2022-10-10-7:24,32.46
2022-10-10-7:39,32.57
2022-10-10-7:54,32.41
2022-10-10-8:9,32.6
2022-10-10-8:24,32.57
2022-10-10-8:39,32.45
2022-10-10-8:54,32.49
2022-10-10-9:9,32.58
2022-10-10-9:24,32.52
2022-10-10-9:39,32.47
2022-10-10-9:54,32.51
2022-10-10-10:9,32.44
2022-10-10-10:24,32.51
2022-10-10-10:39,32.45
2022-10-10-10:54,32.49
2022-10-10-11:9,32.41
2022-10-10-11:24,32.41
2022-10-10-11:39,32.6
2022-10-10-11:55,32.41
2022-10-10-12:10,32.52
2022-10-10-12:25,32.51
2022-10-10-12:40,32.41
2022-10-10-12:55,32.56
2022-10-10-13:10,32.59
2022-10-10-13:25,32.6
2022-10-10-13:40,32.45
2022-10-10-13:55,32.56
2022-10-10-14:10,32.47
2022-10-10-14:25,32.56
2022-10-10-14:40,32.5
2022-10-10-14:55,32.44
2022-10-10-15:10,32.55
2022-10-10-15:25,32.49
2022-10-10-15:40,32.52
2022-10-10-15:55,32.6
2022-10-10-16:10,32.44
2022-10-10-16:25,32.46
2022-10-10-16:40,32.43
2022-10-10-16:55,32.49
