Time,Temperature
2023-04-02-15:55,29.01
2023-04-02-16:10,22.44
2023-04-02-16:25,23.72
2023-04-02-16:40,17.06
2023-04-02-16:55,24.21
2023-04-02-17:10,20.28
2023-04-02-17:25,17.32
2023-04-02-17:41,23.52
2023-04-02-17:56,15.72
2023-04-02-18:11,18.46
2023-04-02-18:26,24.92
2023-04-02-18:41,22.02
2023-04-02-18:56,19.89
2023-04-02-19:11,16.86
2023-04-02-19:26,21.6
2023-04-02-19:41,19.61
2023-04-02-19:56,15.66
2023-04-02-20:11,21.3
2023-04-02-20:26,28.66
2023-04-02-20:41,29.13
2023-04-02-20:56,23.37
2023-04-02-21:11,22.71
2023-04-02-21:27,29.54
2023-04-02-21:42,19.79
2023-04-02-21:57,20.11
2023-04-02-22:12,17.22
2023-04-02-22:27,26.09
2023-04-02-22:42,19.11
2023-04-02-22:57,16.31
2023-04-02-23:12,22.44
2023-04-02-23:27,18.53
2023-04-02-23:42,27.33
2023-04-02-23:57,24.77
2023-04-03-0:7,19.49
2023-04-03-0:22,20.28
2023-04-03-0:37,17.76
2023-04-03-0:52,25.09
2023-04-03-1:7,23.96
2023-04-03-1:22,24.4
2023-04-03-1:37,27.8
2023-04-03-1:53,18.11
2023-04-03-2:8,27.06
2023-04-03-2:23,18.85
2023-04-03-2:38,23.9
2023-04-03-2:53,21.19
2023-04-03-3:8,27.25
2023-04-03-3:23,27.5
2023-04-03-3:38,26.35
2023-04-03-3:53,15.73
2023-04-03-4:8,28.54
2023-04-03-4:23,18.01
2023-04-03-4:38,16.46
2023-04-03-4:53,24.71
2023-04-03-5:8,21.61
2023-04-03-5:23,19.09
2023-04-03-5:38,17.23
2023-04-03-5:53,23.54
2023-04-03-6:8,15.7
2023-04-03-6:23,16.11
2023-04-03-6:38,27.77
2023-04-03-6:53,22.36
2023-04-03-7:8,28.18
2023-04-03-7:24,22.81
2023-04-03-7:39,24.35
2023-04-03-7:54,21.24
2023-04-03-8:9,16.83
2023-04-03-8:24,18.29
2023-04-03-8:39,23.89
2023-04-03-8:54,19.18
2023-04-03-9:9,26.78
2023-04-03-9:24,29.19
2023-04-03-9:39,29.16
2023-04-03-9:54,19.6
2023-04-03-10:9,24.76
2023-04-03-10:24,23.23
2023-04-03-10:39,17.38
2023-04-03-10:54,20.53
2023-04-03-11:9,26.87
2023-04-03-11:24,20.92
2023-04-03-11:39,19.12
2023-04-03-11:55,27.83
2023-04-03-12:10,16.0
2023-04-03-12:25,22.12
2023-04-03-12:40,22.6
2023-04-03-12:55,24.4
2023-04-03-13:10,25.46
2023-04-03-13:25,25.78
2023-04-03-13:40,23.33
2023-04-03-13:55,18.34
2023-04-03-14:10,25.44
2023-04-03-14:25,27.23
2023-04-03-14:40,16.27
2023-04-03-14:55,27.49
2023-04-03-15:10,23.73
2023-04-03-15:25,24.73
2023-04-03-15:40,16.25
2023-04-03-15:55,15.72
2023-04-03-16:10,21.5
2023-04-03-16:25,27.84
2023-04-03-16:40,18.11
2023-04-03-16:55,15.38
2023-04-03-17:10,24.33
2023-04-03-17:25,29.56
2023-04-03-17:41,27.68
2023-04-03-17:56,26.81
2023-04-03-18:11,23.48
2023-04-03-18:26,21.18
2023-04-03-18:41,21.91
2023-04-03-18:56,15.44
2023-04-03-19:11,28.22
2023-04-03-19:26,16.59
2023-04-03-19:41,20.61
2023-04-03-19:56,27.4
2023-04-03-20:11,28.52
2023-04-03-20:26,28.18
2023-04-03-20:41,21.55
2023-04-03-20:56,22.55
2023-04-03-21:11,25.26
2023-04-03-21:27,27.71
2023-04-03-21:42,19.17
2023-04-03-21:57,17.32
2023-04-03-22:12,21.95
2023-04-03-22:27,18.52
2023-04-03-22:42,17.25
2023-04-03-22:57,16.75
2023-04-03-23:12,26.78
2023-04-03-23:27,25.32
2023-04-03-23:42,25.99
2023-04-03-23:57,22.34
2023-04-04-0:7,17.17
2023-04-04-0:22,21.47
2023-04-04-0:37,27.32
2023-04-04-0:52,18.57
2023-04-04-1:7,16.2
2023-04-04-1:22,18.06
2023-04-04-1:37,19.95
2023-04-04-1:53,22.45
2023-04-04-2:8,26.88
2023-04-04-2:23,24.3
2023-04-04-2:38,19.01
2023-04-04-2:53,22.72
2023-04-04-3:8,25.17
2023-04-04-3:23,28.06
2023-04-04-3:38,25.19
2023-04-04-3:53,17.37
2023-04-04-4:8,27.23
2023-04-04-4:23,17.44
2023-04-04-4:38,21.83
2023-04-04-4:53,20.86
2023-04-04-5:8,19.14
2023-04-04-5:23,22.23
2023-04-04-5:38,22.92
2023-04-04-5:53,15.19
2023-04-04-6:8,16.33
2023-04-04-6:23,23.77
2023-04-04-6:38,23.58
2023-04-04-6:53,21.96
2023-04-04-7:8,26.28
2023-04-04-7:24,20.61
2023-04-04-7:39,19.79
2023-04-04-7:54,29.71
2023-04-04-8:9,16.28
2023-04-04-8:24,23.49
2023-04-04-8:39,16.44
2023-04-04-8:54,15.25
2023-04-04-9:9,22.17
2023-04-04-9:24,27.85
2023-04-04-9:39,19.57
2023-04-04-9:54,26.03
2023-04-04-10:9,27.86
2023-04-04-10:24,26.56
2023-04-04-10:39,23.23
2023-04-04-10:54,29.48
2023-04-04-11:9,16.66
2023-04-04-11:24,25.88
2023-04-04-11:39,26.68
2023-04-04-11:55,24.47
2023-04-04-12:10,18.58
2023-04-04-12:25,19.13
2023-04-04-12:40,16.24
2023-04-04-12:55,16.43
2023-04-04-13:10,29.22
2023-04-04-13:25,23.16
2023-04-04-13:40,25.48
2023-04-04-13:55,28.1
2023-04-04-14:10,23.39
2023-04-04-14:25,24.54
2023-04-04-14:40,15.52
2023-04-04-14:55,16.44
2023-04-04-15:10,20.88
2023-04-04-15:25,25.19
2023-04-04-15:40,20.49
2023-04-04-15:55,16.44
2023-04-04-16:10,25.01
2023-04-04-16:25,24.85
2023-04-04-16:40,26.22
2023-04-04-16:55,18.54
2023-04-04-17:10,15.81
2023-04-04-17:25,20.34
2023-04-04-17:41,27.1
2023-04-04-17:56,23.63
2023-04-04-18:11,15.6
2023-04-04-18:26,25.1
2023-04-04-18:41,26.47
2023-04-04-18:56,29.21
2023-04-04-19:11,24.81
2023-04-04-19:26,22.59
2023-04-04-19:41,25.51
2023-04-04-19:56,15.44
2023-04-04-20:11,20.49
2023-04-04-20:26,22.29
2023-04-04-20:41,26.88
2023-04-04-20:56,24.97
2023-04-04-21:11,20.71
2023-04-04-21:27,18.83
2023-04-04-21:42,23.87
2023-04-04-21:57,27.17
2023-04-04-22:12,26.64
2023-04-04-22:27,23.29
2023-04-04-22:42,22.81
2023-04-04-22:57,27.65
2023-04-04-23:12,22.59
2023-04-04-23:27,16.21
2023-04-04-23:42,23.87
2023-04-04-23:57,24.96
2023-04-05-0:7,21.2
2023-04-05-0:22,18.96
2023-04-05-0:37,21.25
2023-04-05-0:52,22.12
2023-04-05-1:7,21.77
2023-04-05-1:22,29.45
2023-04-05-1:37,23.37
2023-04-05-1:53,19.63
2023-04-05-2:8,18.63
2023-04-05-2:23,25.3
2023-04-05-2:38,18.83
2023-04-05-2:53,27.96
2023-04-05-3:8,25.52
2023-04-05-3:23,29.22
2023-04-05-3:38,27.03
2023-04-05-3:53,25.67
2023-04-05-4:8,23.26
2023-04-05-4:23,23.87
2023-04-05-4:38,22.51
2023-04-05-4:53,18.59
2023-04-05-5:8,16.29
2023-04-05-5:23,25.55
2023-04-05-5:38,16.4
2023-04-05-5:53,24.34
2023-04-05-6:8,25.58
2023-04-05-6:23,21.2
2023-04-05-6:38,17.88
2023-04-05-6:53,27.74
2023-04-05-7:8,15.32
2023-04-05-7:24,25.16
2023-04-05-7:39,25.45
2023-04-05-7:54,28.81
2023-04-05-8:9,27.67
2023-04-05-8:24,15.91
2023-04-05-8:39,18.35
2023-04-05-8:54,24.66
2023-04-05-9:9,27.42
2023-04-05-9:24,23.95
2023-04-05-9:39,23.15
2023-04-05-9:54,20.46
2023-04-05-10:9,18.85
2023-04-05-10:24,22.22
2023-04-05-10:39,25.36
2023-04-05-10:54,24.71
2023-04-05-11:9,25.79
2023-04-05-11:24,27.16
2023-04-05-11:39,22.57
2023-04-05-11:55,16.74
2023-04-05-12:10,20.81
2023-04-05-12:25,26.4
2023-04-05-12:40,29.76
2023-04-05-12:55,29.37
2023-04-05-13:10,20.88
2023-04-05-13:25,27.91
2023-04-05-13:40,28.09
2023-04-05-13:55,21.58
2023-04-05-14:10,19.47
2023-04-05-14:25,19.28
2023-04-05-14:40,15.43
2023-04-05-14:55,25.31
2023-04-05-15:10,18.36
2023-04-05-15:25,16.49
2023-04-05-15:40,19.97
2023-04-05-15:55,25.25
2023-04-05-16:10,23.03
2023-04-05-16:25,20.96
2023-04-05-16:40,25.75
2023-04-05-16:55,17.26
2023-04-05-17:10,27.94
2023-04-05-17:25,21.63
2023-04-05-17:41,17.88
2023-04-05-17:56,15.32
2023-04-05-18:11,21.16
2023-04-05-18:26,27.13
2023-04-05-18:41,19.08
2023-04-05-18:56,22.84
2023-04-05-19:11,17.03
2023-04-05-19:26,22.11
2023-04-05-19:41,27.92
2023-04-05-19:56,21.54
2023-04-05-20:11,29.81
2023-04-05-20:26,27.87
2023-04-05-20:41,29.71
2023-04-05-20:56,27.3
2023-04-05-21:11,22.92
2023-04-05-21:27,16.63
2023-04-05-21:42,26.89
2023-04-05-21:57,28.78
2023-04-05-22:12,29.34
2023-04-05-22:27,26.34
2023-04-05-22:42,27.0
2023-04-05-22:57,20.42
2023-04-05-23:12,23.47
2023-04-05-23:27,18.1
2023-04-05-23:42,25.65
2023-04-05-23:57,18.05
2023-04-06-0:7,24.33
2023-04-06-0:22,17.42
2023-04-06-0:37,20.43
2023-04-06-0:52,19.49
2023-04-06-1:7,27.74
2023-04-06-1:22,29.0
2023-04-06-1:37,24.26
2023-04-06-1:53,25.74
2023-04-06-2:8,19.69
2023-04-06-2:23,16.97
2023-04-06-2:38,27.03
2023-04-06-2:53,25.87
2023-04-06-3:8,23.28
2023-04-06-3:23,20.79
2023-04-06-3:38,22.59
2023-04-06-3:53,23.07
2023-04-06-4:8,20.33
2023-04-06-4:23,22.85
2023-04-06-4:38,26.93
2023-04-06-4:53,28.93
2023-04-06-5:8,23.7
2023-04-06-5:23,21.3
2023-04-06-5:38,18.34
2023-04-06-5:53,26.48
2023-04-06-6:8,18.21
2023-04-06-6:23,28.1
2023-04-06-6:38,19.62
2023-04-06-6:53,20.19
2023-04-06-7:8,15.29
2023-04-06-7:24,29.64
2023-04-06-7:39,29.69
2023-04-06-7:54,24.1
2023-04-06-8:9,24.01
2023-04-06-8:24,16.36
2023-04-06-8:39,23.14
2023-04-06-8:54,20.71
2023-04-06-9:9,26.37
2023-04-06-9:24,16.09
2023-04-06-9:39,28.05
2023-04-06-9:54,15.56
2023-04-06-10:9,18.01
2023-04-06-10:24,29.07
2023-04-06-10:39,18.89
2023-04-06-10:54,18.57
2023-04-06-11:9,25.19
2023-04-06-11:24,27.6
2023-04-06-11:39,23.94
2023-04-06-11:55,27.35
2023-04-06-12:10,27.07
2023-04-06-12:25,17.32
2023-04-06-12:40,23.02
2023-04-06-12:55,21.26
2023-04-06-13:10,29.72
2023-04-06-13:25,17.78
2023-04-06-13:40,22.57
2023-04-06-13:55,18.79
2023-04-06-14:10,24.26
2023-04-06-14:25,24.86
2023-04-06-14:40,21.65
2023-04-06-14:55,28.14
2023-04-06-15:10,21.9
2023-04-06-15:25,19.88
2023-04-06-15:40,20.76
2023-04-06-15:55,28.84
2023-04-06-16:10,27.13
2023-04-06-16:25,19.46
2023-04-06-16:40,27.66
2023-04-06-16:55,19.93
2023-04-06-17:10,15.98
2023-04-06-17:25,26.36
2023-04-06-17:41,24.01
2023-04-06-17:56,26.66
2023-04-06-18:11,28.12
2023-04-06-18:26,29.38
2023-04-06-18:41,26.16
2023-04-06-18:56,23.25
2023-04-06-19:11,21.06
2023-04-06-19:26,22.95
2023-04-06-19:41,28.17
2023-04-06-19:56,21.82
2023-04-06-20:11,15.95
2023-04-06-20:26,23.83
2023-04-06-20:41,16.83
2023-04-06-20:56,20.32
2023-04-06-21:11,23.99
2023-04-06-21:27,28.66
2023-04-06-21:42,18.33
2023-04-06-21:57,22.05
2023-04-06-22:12,17.81
2023-04-06-22:27,26.19
2023-04-06-22:42,18.91
2023-04-06-22:57,26.35
2023-04-06-23:12,25.54
2023-04-06-23:27,24.62
2023-04-06-23:42,28.82
2023-04-06-23:57,25.43
2023-04-07-0:7,18.74
2023-04-07-0:22,21.93
2023-04-07-0:37,20.95
2023-04-07-0:52,24.07
2023-04-07-1:7,18.63
2023-04-07-1:22,15.53
2023-04-07-1:37,29.7
2023-04-07-1:53,17.92
2023-04-07-2:8,20.09
2023-04-07-2:23,27.95
2023-04-07-2:38,28.72
2023-04-07-2:53,19.65
2023-04-07-3:8,22.74
2023-04-07-3:23,17.69
2023-04-07-3:38,25.1
2023-04-07-3:53,20.11
2023-04-07-4:8,29.47
2023-04-07-4:23,26.35
2023-04-07-4:38,24.28
2023-04-07-4:53,21.86
2023-04-07-5:8,27.19
2023-04-07-5:23,22.65
2023-04-07-5:38,18.39
2023-04-07-5:53,22.33
2023-04-07-6:8,26.24
2023-04-07-6:23,19.25
2023-04-07-6:38,17.82
2023-04-07-6:53,16.91
2023-04-07-7:8,16.16
2023-04-07-7:24,16.39
2023-04-07-7:39,26.51
2023-04-07-7:54,27.41
2023-04-07-8:9,22.23
2023-04-07-8:24,17.82
2023-04-07-8:39,25.62
2023-04-07-8:54,25.67
2023-04-07-9:9,21.96
2023-04-07-9:24,22.12
2023-04-07-9:39,28.65
2023-04-07-9:54,22.19
2023-04-07-10:9,15.17
2023-04-07-10:24,25.74
2023-04-07-10:39,19.53
2023-04-07-10:54,29.73
2023-04-07-11:9,17.58
2023-04-07-11:24,20.01
2023-04-07-11:39,16.84
2023-04-07-11:55,24.16
2023-04-07-12:10,16.92
2023-04-07-12:25,27.11
2023-04-07-12:40,19.93
2023-04-07-12:55,17.37
2023-04-07-13:10,21.04
2023-04-07-13:25,17.5
2023-04-07-13:40,29.86
2023-04-07-13:55,29.42
2023-04-07-14:10,21.79
2023-04-07-14:25,27.13
2023-04-07-14:40,19.54
2023-04-07-14:55,29.82
2023-04-07-15:10,17.77
2023-04-07-15:25,17.9
2023-04-07-15:40,25.24
2023-04-07-15:55,24.94
2023-04-07-16:10,18.39
2023-04-07-16:25,22.66
2023-04-07-16:40,19.7
2023-04-07-16:55,21.23
2023-04-07-17:10,28.66
2023-04-07-17:25,17.74
2023-04-07-17:41,24.21
2023-04-07-17:56,20.88
2023-04-07-18:11,25.6
2023-04-07-18:26,21.35
2023-04-07-18:41,18.89
2023-04-07-18:56,17.81
2023-04-07-19:11,18.7
2023-04-07-19:26,15.76
2023-04-07-19:41,19.15
2023-04-07-19:56,27.54
2023-04-07-20:11,23.93
2023-04-07-20:26,16.21
2023-04-07-20:41,29.39
2023-04-07-20:56,17.81
2023-04-07-21:11,24.56
2023-04-07-21:27,15.55
2023-04-07-21:42,23.92
2023-04-07-21:57,19.39
2023-04-07-22:12,21.13
2023-04-07-22:27,29.17
2023-04-07-22:42,16.54
2023-04-07-22:57,16.27
2023-04-07-23:12,29.77
2023-04-07-23:27,19.29
2023-04-07-23:42,16.42
2023-04-07-23:57,29.72
2023-04-08-0:7,29.36
2023-04-08-0:22,29.59
2023-04-08-0:37,18.81
2023-04-08-0:52,23.13
2023-04-08-1:7,23.32
2023-04-08-1:22,15.84
2023-04-08-1:37,27.08
2023-04-08-1:53,20.25
2023-04-08-2:8,24.12
2023-04-08-2:23,24.27
2023-04-08-2:38,25.13
2023-04-08-2:53,25.65
2023-04-08-3:8,25.67
2023-04-08-3:23,17.83
2023-04-08-3:38,26.94
2023-04-08-3:53,17.36
2023-04-08-4:8,21.24
2023-04-08-4:23,25.92
2023-04-08-4:38,23.72
2023-04-08-4:53,23.69
2023-04-08-5:8,23.76
2023-04-08-5:23,29.01
2023-04-08-5:38,22.44
2023-04-08-5:53,23.72
2023-04-08-6:8,17.06
2023-04-08-6:23,24.21
2023-04-08-6:38,20.28
2023-04-08-6:53,17.32
2023-04-08-7:8,23.52
2023-04-08-7:24,15.72
2023-04-08-7:39,18.46
2023-04-08-7:54,24.92
2023-04-08-8:9,22.02
2023-04-08-8:24,19.89
2023-04-08-8:39,16.86
2023-04-08-8:54,21.6
2023-04-08-9:9,19.61
2023-04-08-9:24,15.66
2023-04-08-9:39,21.3
2023-04-08-9:54,28.66
2023-04-08-10:9,29.13
2023-04-08-10:24,23.37
2023-04-08-10:39,22.71
2023-04-08-10:54,29.54
2023-04-08-11:9,19.79
2023-04-08-11:24,20.11
2023-04-08-11:39,17.22
2023-04-08-11:55,26.09
2023-04-08-12:10,19.11
2023-04-08-12:25,16.31
2023-04-08-12:40,22.44
2023-04-08-12:55,18.53
2023-04-08-13:10,27.33
2023-04-08-13:25,24.77
2023-04-08-13:40,19.49
2023-04-08-13:55,20.28
2023-04-08-14:10,17.76
2023-04-08-14:25,25.09
2023-04-08-14:40,23.96
2023-04-08-14:55,24.4
2023-04-08-15:10,27.8
2023-04-08-15:25,18.11
2023-04-08-15:40,27.06
2023-04-08-15:55,18.85
2023-04-08-16:10,23.9
2023-04-08-16:25,21.19
2023-04-08-16:40,27.25
2023-04-08-16:55,27.5
2023-04-08-17:10,26.35
2023-04-08-17:25,15.73
2023-04-08-17:41,28.54
2023-04-08-17:56,18.01
2023-04-08-18:11,16.46
2023-04-08-18:26,24.71
2023-04-08-18:41,21.61
2023-04-08-18:56,19.09
2023-04-08-19:11,17.23
2023-04-08-19:26,23.54
2023-04-08-19:41,15.7
2023-04-08-19:56,16.11
2023-04-08-20:11,27.77
2023-04-08-20:26,22.36
2023-04-08-20:41,28.18
2023-04-08-20:56,22.81
2023-04-08-21:11,24.35
2023-04-08-21:27,21.24
2023-04-08-21:42,16.83
2023-04-08-21:57,18.29
2023-04-08-22:12,23.89
2023-04-08-22:27,19.18
2023-04-08-22:42,26.78
2023-04-08-22:57,29.19
2023-04-08-23:12,29.16
2023-04-08-23:27,19.6
2023-04-08-23:42,24.76
2023-04-08-23:57,23.23
2023-04-09-0:7,17.38
2023-04-09-0:22,20.53
2023-04-09-0:37,26.87
2023-04-09-0:52,20.92
2023-04-09-1:7,19.12
2023-04-09-1:22,27.83
2023-04-09-1:37,16.0
2023-04-09-1:53,22.12
2023-04-09-2:8,22.6
2023-04-09-2:23,24.4
2023-04-09-2:38,25.46
2023-04-09-2:53,25.78
2023-04-09-3:8,23.33
2023-04-09-3:23,18.34
2023-04-09-3:38,25.44
2023-04-09-3:53,27.23
2023-04-09-4:8,16.27
2023-04-09-4:23,27.49
2023-04-09-4:38,23.73
2023-04-09-4:53,24.73
2023-04-09-5:8,16.25
2023-04-09-5:23,15.72
2023-04-09-5:38,21.5
2023-04-09-5:53,27.84
2023-04-09-6:8,18.11
2023-04-09-6:23,15.38
2023-04-09-6:38,24.33
2023-04-09-6:53,29.56
2023-04-09-7:8,27.68
2023-04-09-7:24,26.81
2023-04-09-7:39,23.48
2023-04-09-7:54,21.18
2023-04-09-8:9,21.91
2023-04-09-8:24,15.44
2023-04-09-8:39,28.22
2023-04-09-8:54,16.59
2023-04-09-9:9,20.61
2023-04-09-9:24,27.4
2023-04-09-9:39,28.52
2023-04-09-9:54,28.18
2023-04-09-10:9,21.55
2023-04-09-10:24,22.55
2023-04-09-10:39,25.26
2023-04-09-10:54,27.71
2023-04-09-11:9,19.17
2023-04-09-11:24,17.32
2023-04-09-11:39,21.95
2023-04-09-11:55,18.52
2023-04-09-12:10,17.25
2023-04-09-12:25,16.75
2023-04-09-12:40,26.78
2023-04-09-12:55,25.32
2023-04-09-13:10,25.99
2023-04-09-13:25,22.34
2023-04-09-13:40,17.17
2023-04-09-13:55,21.47
2023-04-09-14:10,27.32
2023-04-09-14:25,18.57
2023-04-09-14:40,16.2
2023-04-09-14:55,18.06
2023-04-09-15:10,19.95
2023-04-09-15:25,22.45
2023-04-09-15:40,26.88
2023-04-09-15:55,24.3
2023-04-09-16:10,19.01
2023-04-09-16:25,22.72
2023-04-09-16:40,25.17
2023-04-09-16:55,28.06
2023-04-09-17:10,25.19
2023-04-09-17:25,17.37
2023-04-09-17:41,27.23
2023-04-09-17:56,17.44
2023-04-09-18:11,21.83
2023-04-09-18:26,20.86
2023-04-09-18:41,19.14
2023-04-09-18:56,22.23
2023-04-09-19:11,22.92
2023-04-09-19:26,15.19
2023-04-09-19:41,16.33
2023-04-09-19:56,23.77
2023-04-09-20:11,23.58
2023-04-09-20:26,21.96
2023-04-09-20:41,26.28
2023-04-09-20:56,20.61
2023-04-09-21:11,19.79
2023-04-09-21:27,29.71
2023-04-09-21:42,16.28
2023-04-09-21:57,22.57
2023-04-09-22:12,18.79
2023-04-09-22:27,24.26
2023-04-09-22:42,24.86
2023-04-09-22:57,21.65
2023-04-09-23:12,28.14
2023-04-09-23:27,21.9
2023-04-09-23:42,19.88
2023-04-09-23:57,20.76
2023-04-10-0:7,28.84
2023-04-10-0:22,27.13
2023-04-10-0:37,19.46
2023-04-10-0:52,27.66
2023-04-10-1:7,19.93
2023-04-10-1:22,15.98
2023-04-10-1:37,26.36
2023-04-10-1:53,24.01
2023-04-10-2:8,26.66
2023-04-10-2:23,28.12
2023-04-10-2:38,29.38
2023-04-10-2:53,26.16
2023-04-10-3:8,23.25
2023-04-10-3:23,21.06
2023-04-10-3:38,22.95
2023-04-10-3:53,28.17
2023-04-10-4:8,21.82
2023-04-10-4:23,15.95
2023-04-10-4:38,23.83
2023-04-10-4:53,16.83
2023-04-10-5:8,20.32
2023-04-10-5:23,23.99
2023-04-10-5:38,28.66
2023-04-10-5:53,18.33
2023-04-10-6:8,22.05
2023-04-10-6:23,17.81
2023-04-10-6:38,26.19
2023-04-10-6:53,18.91
2023-04-10-7:8,26.35
2023-04-10-7:24,25.54
2023-04-10-7:39,24.62
2023-04-10-7:54,28.82
2023-04-10-8:9,25.43
2023-04-10-8:24,18.74
2023-04-10-8:39,21.93
2023-04-10-8:54,20.95
2023-04-10-9:9,24.07
2023-04-10-9:24,18.63
2023-04-10-9:39,15.53
2023-04-10-9:54,29.7
2023-04-10-10:9,17.92
2023-04-10-10:24,20.09
2023-04-10-10:39,27.95
2023-04-10-10:54,28.72
2023-04-10-11:9,19.65
2023-04-10-11:24,22.74
2023-04-10-11:39,17.69
2023-04-10-11:55,25.1
2023-04-10-12:10,20.11
2023-04-10-12:25,29.47
2023-04-10-12:40,26.35
2023-04-10-12:55,24.28
2023-04-10-13:10,21.86
2023-04-10-13:25,27.19
2023-04-10-13:40,22.65
2023-04-10-13:55,18.39
2023-04-10-14:10,22.33
2023-04-10-14:25,26.24
2023-04-10-14:40,19.25
2023-04-10-14:55,17.82
2023-04-10-15:10,16.91
2023-04-10-15:25,16.16
2023-04-10-15:40,16.39
2023-04-10-15:55,26.51
2023-04-10-16:10,27.41
2023-04-10-16:25,22.23
2023-04-10-16:40,17.82
2023-04-10-16:55,25.62
