Time,Humditiy
2021-06-01-23:10,69.16
2021-06-01-23:25,76.29
2021-06-01-23:40,73.52
2021-06-01-23:55,71.34
2021-06-02-00:10,67.28
2021-06-02-00:25,73.76
2021-06-02-00:40,64.46
2021-06-02-00:55,70.6
2021-06-02-01:10,77.4
2021-06-02-01:25,64.31
2021-06-02-01:40,71.94
2021-06-02-01:55,74.46
2021-06-02-02:10,63.24
2021-06-02-02:25,61.36
2021-06-02-02:40,75.86
2021-06-02-02:55,64.99
2021-06-02-03:10,76.28
2021-06-02-03:25,66.53
2021-06-02-03:40,68.76
2021-06-02-03:55,64.91
2021-06-02-04:10,64.26
2021-06-02-04:25,66.63
2021-06-02-04:40,71.35
2021-06-02-04:55,78.84
2021-06-02-05:10,68.47
2021-06-02-05:25,64.69
2021-06-02-05:40,75.65
2021-06-02-05:55,76.89
2021-06-02-06:10,60.3
2021-06-02-06:25,66.96
2021-06-02-06:40,78.84
2021-06-02-06:55,66.74
2021-06-02-07:10,68.36
2021-06-02-07:25,63.29
2021-06-02-07:40,65.53
2021-06-02-07:55,77.11
2021-06-02-08:10,60.55
2021-06-02-08:25,66.63
2021-06-02-08:40,75.58
2021-06-02-08:55,78.57
2021-06-02-09:10,66.73
2021-06-02-09:25,74.81
2021-06-02-09:40,72.02
2021-06-02-09:55,73.22
2021-06-02-10:10,62.09
2021-06-02-10:25,79.72
2021-06-02-10:40,64.31
2021-06-02-10:55,62.75
2021-06-02-11:10,78.3
2021-06-02-11:25,63.06
2021-06-02-11:40,70.72
2021-06-02-11:55,79.98
2021-06-02-12:10,74.99
2021-06-02-12:25,79.35
2021-06-02-12:40,72.82
2021-06-02-12:55,61.03
2021-06-02-13:10,74.51
2021-06-02-13:25,62.82
2021-06-02-13:40,68.15
2021-06-02-13:55,62.85
2021-06-02-14:10,69.45
2021-06-02-14:25,72.96
2021-06-02-14:40,62.72
2021-06-02-14:55,63.15
2021-06-02-15:10,64.43
2021-06-02-15:25,64.6
2021-06-02-15:40,61.86
2021-06-02-15:55,66.52
2021-06-02-16:10,78.61
2021-06-02-16:25,61.76
2021-06-02-16:40,76.11
2021-06-02-16:55,69.58
2021-06-02-17:10,65.09
2021-06-02-17:25,61.92
2021-06-02-17:40,75.58
2021-06-02-17:55,68.23
2021-06-02-18:10,73.78
2021-06-02-18:25,63.98
2021-06-02-18:40,63.48
2021-06-02-18:55,64.25
2021-06-02-19:10,64.54
2021-06-02-19:25,67.89
2021-06-02-19:40,70.61
2021-06-02-19:55,62.6
2021-06-02-20:10,64.78
2021-06-02-20:25,71.49
2021-06-02-20:40,75.44
2021-06-02-20:55,73.61
2021-06-02-21:10,76.65
2021-06-02-21:25,77.28
2021-06-02-21:40,63.3
2021-06-02-21:55,67.96
2021-06-02-22:10,65.1
2021-06-02-22:25,62.71
2021-06-02-22:40,68.9
2021-06-02-22:55,65.24
2021-06-02-23:10,74.95
2021-06-02-23:25,64.2
2021-06-02-23:40,74.24
2021-06-02-23:55,71.31
2021-06-03-00:10,73.58
2021-06-03-00:25,72.64
2021-06-03-00:40,61.45
2021-06-03-00:55,78.62
2021-06-03-01:10,65.6
2021-06-03-01:25,78.33
2021-06-03-01:40,73.9
2021-06-03-01:55,66.18
2021-06-03-02:10,74.4
2021-06-03-02:25,64.17
2021-06-03-02:40,76.02
2021-06-03-02:55,69.41
2021-06-03-03:10,74.91
2021-06-03-03:25,66.2
2021-06-03-03:40,78.73
2021-06-03-03:55,65.36
2021-06-03-04:10,64.74
2021-06-03-04:25,60.13
2021-06-03-04:40,64.63
2021-06-03-04:55,76.09
2021-06-03-05:10,75.25
2021-06-03-05:25,63.5
2021-06-03-05:40,63.88
2021-06-03-05:55,79.89
2021-06-03-06:10,76.78
2021-06-03-06:25,79.7
2021-06-03-06:40,69.25
2021-06-03-06:55,77.79
2021-06-03-07:10,61.97
2021-06-03-07:25,70.63
2021-06-03-07:40,63.08
2021-06-03-07:55,67.25
2021-06-03-08:10,60.82
2021-06-03-08:25,71.67
2021-06-03-08:40,79.79
2021-06-03-08:55,61.34
2021-06-03-09:10,63.98
2021-06-03-09:25,64.58
2021-06-03-09:40,70.19
2021-06-03-09:55,69.16
2021-06-03-10:10,60.67
2021-06-03-10:25,72.48
2021-06-03-10:40,77.85
2021-06-03-10:55,69.37
2021-06-03-11:10,66.12
2021-06-03-11:25,73.3
2021-06-03-11:40,79.32
2021-06-03-11:55,68.32
2021-06-03-12:10,64.11
2021-06-03-12:25,63.53
2021-06-03-12:40,64.83
2021-06-03-12:55,76.47
2021-06-03-13:10,63.74
2021-06-03-13:25,65.54
2021-06-03-13:40,67.3
2021-06-03-13:55,69.13
2021-06-03-14:10,73.33
2021-06-03-14:25,60.43
2021-06-03-14:40,68.29
2021-06-03-14:55,78.39
2021-06-03-15:10,61.82
2021-06-03-15:25,60.02
2021-06-03-15:40,79.69
2021-06-03-15:55,75.93
2021-06-03-16:10,63.06
2021-06-03-16:25,79.11
2021-06-03-16:40,63.06
2021-06-03-16:55,65.93
2021-06-03-17:10,74.17
2021-06-03-17:25,72.54
2021-06-03-17:40,63.96
2021-06-03-17:55,66.74
2021-06-03-18:10,75.18
2021-06-03-18:25,73.93
2021-06-03-18:40,64.18
2021-06-03-18:55,72.12
2021-06-03-19:10,61.93
2021-06-03-19:25,77.34
2021-06-03-19:40,78.24
2021-06-03-19:55,74.31
2021-06-03-20:10,75.0
2021-06-03-20:25,70.71
2021-06-03-20:40,63.01
2021-06-03-20:55,78.69
2021-06-03-21:10,69.35
2021-06-03-21:25,72.59
2021-06-03-21:40,77.01
2021-06-03-21:55,61.2
2021-06-03-22:10,71.42
2021-06-03-22:25,66.81
2021-06-03-22:40,63.66
2021-06-03-22:55,73.5
2021-06-03-23:10,71.62
2021-06-03-23:25,75.45
2021-06-03-23:40,68.27
2021-06-03-23:55,69.13
2021-06-04-00:10,61.32
2021-06-04-00:25,62.71
2021-06-04-00:40,76.81
2021-06-04-00:55,70.21
2021-06-04-01:10,63.25
2021-06-04-01:25,75.69
2021-06-04-01:40,65.43
2021-06-04-01:55,74.92
2021-06-04-02:10,70.57
2021-06-04-02:25,75.0
2021-06-04-02:40,65.1
2021-06-04-02:55,75.34
2021-06-04-03:10,74.93
2021-06-04-03:25,63.74
2021-06-04-03:40,61.54
2021-06-04-03:55,60.99
2021-06-04-04:10,72.38
2021-06-04-04:25,62.01
2021-06-04-04:40,76.58
2021-06-04-04:55,61.64
2021-06-04-05:10,77.21
2021-06-04-05:25,68.53
2021-06-04-05:40,73.99
2021-06-04-05:55,63.64
2021-06-04-06:10,62.61
2021-06-04-06:25,64.59
2021-06-04-06:40,78.91
2021-06-04-06:55,64.0
2021-06-04-07:10,72.0
2021-06-04-07:25,65.19
2021-06-04-07:40,60.16
2021-06-04-07:55,71.86
2021-06-04-08:10,61.81
2021-06-04-08:25,62.97
2021-06-04-08:40,75.7
2021-06-04-08:55,66.89
2021-06-04-09:10,73.68
2021-06-04-09:25,72.94
2021-06-04-09:40,62.46
2021-06-04-09:55,74.48
2021-06-04-10:10,68.21
2021-06-04-10:25,61.21
2021-06-04-10:40,74.58
2021-06-04-10:55,77.18
2021-06-04-11:10,65.79
2021-06-04-11:25,79.03
2021-06-04-11:40,76.49
2021-06-04-11:55,64.64
2021-06-04-12:10,67.79
2021-06-04-12:25,67.22
2021-06-04-12:40,63.73
2021-06-04-12:55,69.65
2021-06-04-13:10,74.15
2021-06-04-13:25,73.54
2021-06-04-13:40,60.4
2021-06-04-13:55,65.19
2021-06-04-14:10,71.42
2021-06-04-14:25,60.81
2021-06-04-14:40,78.93
2021-06-04-14:55,62.45
2021-06-04-15:10,61.97
2021-06-04-15:25,65.91
2021-06-04-15:40,69.36
2021-06-04-15:55,76.74
2021-06-04-16:10,60.61
2021-06-04-16:25,67.69
2021-06-04-16:40,60.14
2021-06-04-16:55,63.34
2021-06-04-17:10,72.91
2021-06-04-17:25,74.71
2021-06-04-17:40,66.22
2021-06-04-17:55,60.26
2021-06-04-18:10,64.74
2021-06-04-18:25,73.01
2021-06-04-18:40,76.48
2021-06-04-18:55,77.22
2021-06-04-19:10,72.61
2021-06-04-19:25,64.33
2021-06-04-19:40,77.01
2021-06-04-19:55,77.84
2021-06-04-20:10,76.34
2021-06-04-20:25,65.81
2021-06-04-20:40,71.76
2021-06-04-20:55,70.8
2021-06-04-21:10,72.6
2021-06-04-21:25,78.29
2021-06-04-21:40,75.68
2021-06-04-21:55,64.68
2021-06-04-22:10,74.64
2021-06-04-22:25,60.9
2021-06-04-22:40,67.64
2021-06-04-22:55,79.59
2021-06-04-23:10,75.46
2021-06-04-23:25,77.95
2021-06-04-23:40,65.99
2021-06-04-23:55,66.42
2021-06-05-00:10,66.79
2021-06-05-00:25,62.14
2021-06-05-00:40,78.54
2021-06-05-00:55,62.62
2021-06-05-01:10,79.89
2021-06-05-01:25,71.69
2021-06-05-01:40,68.84
2021-06-05-01:55,64.81
2021-06-05-02:10,64.0
2021-06-05-02:25,64.6
2021-06-05-02:40,65.49
2021-06-05-02:55,60.85
2021-06-05-03:10,75.86
2021-06-05-03:25,71.08
2021-06-05-03:40,76.57
2021-06-05-03:55,77.21
2021-06-05-04:10,76.34
2021-06-05-04:25,75.83
2021-06-05-04:40,67.26
2021-06-05-04:55,73.87
2021-06-05-05:10,68.57
2021-06-05-05:25,76.47
2021-06-05-05:40,67.62
2021-06-05-05:55,68.18
2021-06-05-06:10,73.9
2021-06-05-06:25,61.43
2021-06-05-06:40,67.82
2021-06-05-06:55,74.48
2021-06-05-07:10,78.06
2021-06-05-07:25,61.53
2021-06-05-07:40,65.19
2021-06-05-07:55,68.83
2021-06-05-08:10,74.22
2021-06-05-08:25,68.53
2021-06-05-08:40,72.41
2021-06-05-08:55,69.89
2021-06-05-09:10,64.29
2021-06-05-09:25,76.52
2021-06-05-09:40,67.44
2021-06-05-09:55,65.45
2021-06-05-10:10,62.98
2021-06-05-10:25,72.46
2021-06-05-10:40,72.35
2021-06-05-10:55,68.09
2021-06-05-11:10,68.78
2021-06-05-11:25,60.1
2021-06-05-11:40,71.23
2021-06-05-11:55,76.97
2021-06-05-12:10,63.43
2021-06-05-12:25,72.9
2021-06-05-12:40,64.91
2021-06-05-12:55,77.24
2021-06-05-13:10,69.87
2021-06-05-13:25,68.86
2021-06-05-13:40,73.76
2021-06-05-13:55,67.12
2021-06-05-14:10,68.56
2021-06-05-14:25,60.18
2021-06-05-14:40,67.4
2021-06-05-14:55,68.35
2021-06-05-15:10,67.75
2021-06-05-15:25,75.66
2021-06-05-15:40,60.34
2021-06-05-15:55,79.3
2021-06-05-16:10,73.55
2021-06-05-16:25,74.38
2021-06-05-16:40,61.54
2021-06-05-16:55,71.27
2021-06-05-17:10,79.62
2021-06-05-17:25,76.86
2021-06-05-17:40,67.8
2021-06-05-17:55,76.79
2021-06-05-18:10,66.21
2021-06-05-18:25,77.21
2021-06-05-18:40,66.49
2021-06-05-18:55,62.38
2021-06-05-19:10,72.73
2021-06-05-19:25,70.63
2021-06-05-19:40,65.2
2021-06-05-19:55,66.42
2021-06-05-20:10,79.8
2021-06-05-20:25,64.98
2021-06-05-20:40,65.02
2021-06-05-20:55,67.15
2021-06-05-21:10,62.74
2021-06-05-21:25,76.64
2021-06-05-21:40,78.78
2021-06-05-21:55,74.97
2021-06-05-22:10,71.49
2021-06-05-22:25,71.84
2021-06-05-22:40,61.77
2021-06-05-22:55,63.38
2021-06-05-23:10,72.11
2021-06-05-23:25,63.94
2021-06-05-23:40,65.95
2021-06-05-23:55,66.27
2021-06-06-00:10,60.5
2021-06-06-00:25,62.26
2021-06-06-00:40,73.67
2021-06-06-00:55,68.29
2021-06-06-01:10,65.14
2021-06-06-01:25,67.77
2021-06-06-01:40,62.79
2021-06-06-01:55,68.56
2021-06-06-02:10,63.2
2021-06-06-02:25,79.86
2021-06-06-02:40,77.62
2021-06-06-02:55,70.14
2021-06-06-03:10,67.52
2021-06-06-03:25,62.37
2021-06-06-03:40,66.28
2021-06-06-03:55,70.74
2021-06-06-04:10,72.96
2021-06-06-04:25,63.67
2021-06-06-04:40,73.66
2021-06-06-04:55,63.45
2021-06-06-05:10,73.8
2021-06-06-05:25,76.4
2021-06-06-05:40,67.43
2021-06-06-05:55,67.15
2021-06-06-06:10,63.48
2021-06-06-06:25,65.41
2021-06-06-06:40,70.74
2021-06-06-06:55,70.68
2021-06-06-07:10,77.97
2021-06-06-07:25,67.09
2021-06-06-07:40,69.08
2021-06-06-07:55,64.09
2021-06-06-08:10,60.96
2021-06-06-08:25,69.08
2021-06-06-08:40,68.14
2021-06-06-08:55,61.35
2021-06-06-09:10,75.3
2021-06-06-09:25,78.02
2021-06-06-09:40,70.12
2021-06-06-09:55,75.31
2021-06-06-10:10,78.21
2021-06-06-10:25,65.84
2021-06-06-10:40,65.59
2021-06-06-10:55,65.33
2021-06-06-11:10,66.77
2021-06-06-11:25,61.16
2021-06-06-11:40,69.69
2021-06-06-11:55,76.79
2021-06-06-12:10,61.36
2021-06-06-12:25,74.79
2021-06-06-12:40,62.4
2021-06-06-12:55,69.23
2021-06-06-13:10,70.98
2021-06-06-13:25,75.47
2021-06-06-13:40,62.52
2021-06-06-13:55,60.88
2021-06-06-14:10,73.26
2021-06-06-14:25,60.6
2021-06-06-14:40,69.6
2021-06-06-14:55,71.99
2021-06-06-15:10,73.36
2021-06-06-15:25,70.4
2021-06-06-15:40,74.9
2021-06-06-15:55,64.38
2021-06-06-16:10,79.5
2021-06-06-16:25,64.46
2021-06-06-16:40,68.14
2021-06-06-16:55,77.8
2021-06-06-17:10,72.22
2021-06-06-17:25,78.68
2021-06-06-17:40,60.39
2021-06-06-17:55,68.6
2021-06-06-18:10,77.66
2021-06-06-18:25,75.48
2021-06-06-18:40,64.19
2021-06-06-18:55,63.86
2021-06-06-19:10,69.94
2021-06-06-19:25,63.54
2021-06-06-19:40,68.09
2021-06-06-19:55,70.88
2021-06-06-20:10,70.5
2021-06-06-20:25,60.49
2021-06-06-20:40,62.92
2021-06-06-20:55,74.81
2021-06-06-21:10,78.67
2021-06-06-21:25,75.48
2021-06-06-21:40,65.54
2021-06-06-21:55,70.33
2021-06-06-22:10,71.45
2021-06-06-22:25,60.33
2021-06-06-22:40,79.67
2021-06-06-22:55,74.22
2021-06-06-23:10,65.6
2021-06-06-23:25,68.36
2021-06-06-23:40,79.21
2021-06-06-23:55,73.47
2021-06-07-00:10,71.64
2021-06-07-00:25,74.73
2021-06-07-00:40,66.9
2021-06-07-00:55,72.84
2021-06-07-01:10,72.28
2021-06-07-01:25,77.09
2021-06-07-01:40,77.32
2021-06-07-01:55,66.33
2021-06-07-02:10,71.22
2021-06-07-02:25,66.39
2021-06-07-02:40,60.7
2021-06-07-02:55,72.77
2021-06-07-03:10,68.2
2021-06-07-03:25,60.77
2021-06-07-03:40,74.44
2021-06-07-03:55,74.5
2021-06-07-04:10,60.88
2021-06-07-04:25,63.42
2021-06-07-04:40,73.42
2021-06-07-04:55,76.13
2021-06-07-05:10,71.08
2021-06-07-05:25,74.66
2021-06-07-05:40,74.93
2021-06-07-05:55,77.5
2021-06-07-06:10,69.88
2021-06-07-06:25,79.64
2021-06-07-06:40,72.05
2021-06-07-06:55,70.04
2021-06-07-07:10,68.4
2021-06-07-07:25,77.64
2021-06-07-07:40,76.42
2021-06-07-07:55,71.93
2021-06-07-08:10,74.81
2021-06-07-08:25,79.22
2021-06-07-08:40,67.37
2021-06-07-08:55,62.17
2021-06-07-09:10,61.69
2021-06-07-09:25,78.45
2021-06-07-09:40,64.74
2021-06-07-09:55,62.04
2021-06-07-10:10,77.45
2021-06-07-10:25,60.14
2021-06-07-10:40,64.43
2021-06-07-10:55,61.25
2021-06-07-11:10,68.76
2021-06-07-11:25,61.63
2021-06-07-11:40,74.65
2021-06-07-11:55,71.82
2021-06-07-12:10,64.75
2021-06-07-12:25,62.44
2021-06-07-12:40,62.1
2021-06-07-12:55,68.72
2021-06-07-13:10,61.6
2021-06-07-13:25,70.83
2021-06-07-13:40,78.95
2021-06-07-13:55,60.71
2021-06-07-14:10,76.69
2021-06-07-14:25,63.46
2021-06-07-14:40,60.15
2021-06-07-14:55,69.72
2021-06-07-15:10,61.38
2021-06-07-15:25,79.53
2021-06-07-15:40,70.05
2021-06-07-15:55,69.59
2021-06-07-16:10,74.47
2021-06-07-16:25,65.67
2021-06-07-16:40,70.3
2021-06-07-16:55,72.9
2021-06-07-17:10,60.15
2021-06-07-17:25,65.09
2021-06-07-17:40,70.2
2021-06-07-17:55,78.39
2021-06-07-18:10,76.69
2021-06-07-18:25,78.96
2021-06-07-18:40,64.54
2021-06-07-18:55,63.8
2021-06-07-19:10,61.17
2021-06-07-19:25,61.5
2021-06-07-19:40,78.84
2021-06-07-19:55,65.9
2021-06-07-20:10,65.24
2021-06-07-20:25,76.64
2021-06-07-20:40,63.94
2021-06-07-20:55,75.46
2021-06-07-21:10,77.55
2021-06-07-21:25,68.12
2021-06-07-21:40,70.63
2021-06-07-21:55,63.1
2021-06-07-22:10,66.06
2021-06-07-22:25,61.18
2021-06-07-22:40,62.12
2021-06-07-22:55,74.94
2021-06-07-23:10,68.75
2021-06-07-23:25,65.6
2021-06-07-23:40,70.81
2021-06-07-23:55,61.35
2021-06-08-00:10,67.9
2021-06-08-00:25,75.21
2021-06-08-00:40,75.64
2021-06-08-00:55,74.43
2021-06-08-01:10,77.0
2021-06-08-01:25,78.11
2021-06-08-01:40,70.48
2021-06-08-01:55,75.65
2021-06-08-02:10,64.9
2021-06-08-02:25,64.11
2021-06-08-02:40,67.65
2021-06-08-02:55,67.97
2021-06-08-03:10,71.86
2021-06-08-03:25,65.93
2021-06-08-03:40,61.52
2021-06-08-03:55,70.03
2021-06-08-04:10,77.05
2021-06-08-04:25,64.48
2021-06-08-04:40,69.17
2021-06-08-04:55,65.99
2021-06-08-05:10,78.34
2021-06-08-05:25,78.26
2021-06-08-05:40,75.89
2021-06-08-05:55,64.71
2021-06-08-06:10,69.72
2021-06-08-06:25,69.12
2021-06-08-06:40,64.41
2021-06-08-06:55,60.22
2021-06-08-07:10,72.24
2021-06-08-07:25,72.02
2021-06-08-07:40,79.54
2021-06-08-07:55,70.75
2021-06-08-08:10,79.65
2021-06-08-08:25,62.41
2021-06-08-08:40,69.08
2021-06-08-08:55,78.5
2021-06-08-09:10,73.54
2021-06-08-09:25,62.19
2021-06-08-09:40,69.92
2021-06-08-09:55,60.29
2021-06-08-10:10,73.2
2021-06-08-10:25,60.35
2021-06-08-10:40,66.43
2021-06-08-10:55,61.04
2021-06-08-11:10,73.63
2021-06-08-11:25,61.83
2021-06-08-11:40,63.55
2021-06-08-11:55,70.28
2021-06-08-12:10,70.11
2021-06-08-12:25,71.22
2021-06-08-12:40,63.25
2021-06-08-12:55,68.57
2021-06-08-13:10,76.52
2021-06-08-13:25,79.05
2021-06-08-13:40,79.56
2021-06-08-13:55,68.57
2021-06-08-14:10,63.96
2021-06-08-14:25,65.98
2021-06-08-14:40,68.67
2021-06-08-14:55,65.8
2021-06-08-15:10,69.43
2021-06-08-15:25,77.67
2021-06-08-15:40,62.69
2021-06-08-15:55,72.69
2021-06-08-16:10,68.96
2021-06-08-16:25,76.4
2021-06-08-16:40,64.34
2021-06-08-16:55,66.14
2021-06-08-17:10,65.06
2021-06-08-17:25,74.31
2021-06-08-17:40,73.14
2021-06-08-17:55,79.64
2021-06-08-18:10,73.75
2021-06-08-18:25,79.48
2021-06-08-18:40,78.91
2021-06-08-18:55,62.6
2021-06-08-19:10,61.09
2021-06-08-19:25,62.28
2021-06-08-19:40,60.23
2021-06-08-19:55,62.43
2021-06-08-20:10,75.04
2021-06-08-20:25,63.19
2021-06-08-20:40,72.24
2021-06-08-20:55,68.05
2021-06-08-21:10,62.0
2021-06-08-21:25,73.29
2021-06-08-21:40,66.42
2021-06-08-21:55,75.12
2021-06-08-22:10,71.36
2021-06-08-22:25,75.16
2021-06-08-22:40,70.0
2021-06-08-22:55,77.77
2021-06-08-23:10,64.66
2021-06-08-23:25,62.79
2021-06-08-23:40,79.91
2021-06-08-23:55,79.14
2021-06-09-00:10,64.29
2021-06-09-00:25,68.81
2021-06-09-00:40,77.71
2021-06-09-00:55,76.07
2021-06-09-01:10,73.27
2021-06-09-01:25,61.6
2021-06-09-01:40,68.03
2021-06-09-01:55,62.5
2021-06-09-02:10,63.12
2021-06-09-02:25,78.39
2021-06-09-02:40,79.78
2021-06-09-02:55,60.16
2021-06-09-03:10,76.91
2021-06-09-03:25,69.54
2021-06-09-03:40,76.26
2021-06-09-03:55,60.03
2021-06-09-04:10,78.01
2021-06-09-04:25,76.7
2021-06-09-04:40,64.21
2021-06-09-04:55,65.38
2021-06-09-05:10,63.79
2021-06-09-05:25,73.87
2021-06-09-05:40,62.21
2021-06-09-05:55,62.82
2021-06-09-06:10,66.41
2021-06-09-06:25,72.46
2021-06-09-06:40,75.33
2021-06-09-06:55,73.53
2021-06-09-07:10,68.96
2021-06-09-07:25,66.98
2021-06-09-07:40,69.64
2021-06-09-07:55,75.72
2021-06-09-08:10,65.13
2021-06-09-08:25,74.22
2021-06-09-08:40,62.93
2021-06-09-08:55,62.38
2021-06-09-09:10,70.56
2021-06-09-09:25,62.44
2021-06-09-09:40,68.66
2021-06-09-09:55,66.76
2021-06-09-10:10,66.2
2021-06-09-10:25,70.2
2021-06-09-10:40,60.5
2021-06-09-10:55,66.69
2021-06-09-11:10,70.49
2021-06-09-11:25,64.74
2021-06-09-11:40,64.98
2021-06-09-11:55,75.57
2021-06-09-12:10,72.45
2021-06-09-12:25,69.26
2021-06-09-12:40,73.15
2021-06-09-12:55,62.95
2021-06-09-13:10,60.34
2021-06-09-13:25,75.26
2021-06-09-13:40,61.66
2021-06-09-13:55,68.0
2021-06-09-14:10,79.06
2021-06-09-14:25,63.05
2021-06-09-14:40,78.24
2021-06-09-14:55,73.86
2021-06-09-15:10,68.59
2021-06-09-15:25,75.19
2021-06-09-15:40,77.11
2021-06-09-15:55,65.81
2021-06-09-16:10,72.41
2021-06-09-16:25,63.91
2021-06-09-16:40,69.89
2021-06-09-16:55,69.12
2021-06-09-17:10,66.6
2021-06-09-17:25,77.7
2021-06-09-17:40,69.5
2021-06-09-17:55,61.23
2021-06-09-18:10,73.95
2021-06-09-18:25,63.18
2021-06-09-18:40,62.67
2021-06-09-18:55,76.09
2021-06-09-19:10,64.92
2021-06-09-19:25,75.78
2021-06-09-19:40,79.83
2021-06-09-19:55,62.65
2021-06-09-20:10,63.93
2021-06-09-20:25,64.11
2021-06-09-20:40,73.82
2021-06-09-20:55,62.6
2021-06-09-21:10,64.88
2021-06-09-21:25,70.15
2021-06-09-21:40,62.65
2021-06-09-21:55,69.7
2021-06-09-22:10,71.88
2021-06-09-22:25,67.24
2021-06-09-22:40,62.49
2021-06-09-22:55,69.68
2021-06-09-23:10,63.09
2021-06-09-23:25,66.97
2021-06-09-23:40,73.04
2021-06-09-23:55,60.2
2021-06-10-00:10,79.4
2021-06-10-00:25,61.93
2021-06-10-00:40,69.3
2021-06-10-00:55,68.5
2021-06-10-01:10,72.44
2021-06-10-01:25,78.98
2021-06-10-01:40,78.21
2021-06-10-01:55,76.7
2021-06-10-02:10,77.63
2021-06-10-02:25,65.66
2021-06-10-02:40,74.85
2021-06-10-02:55,68.24
2021-06-10-03:10,77.39
2021-06-10-03:25,66.81
2021-06-10-03:40,76.69
2021-06-10-03:55,71.4
2021-06-10-04:10,74.83
2021-06-10-04:25,64.8
2021-06-10-04:40,63.67
2021-06-10-04:55,75.33
2021-06-10-05:10,61.18
2021-06-10-05:25,66.08
2021-06-10-05:40,75.74
2021-06-10-05:55,62.31
2021-06-10-06:10,67.64
2021-06-10-06:25,61.06
2021-06-10-06:40,78.19
2021-06-10-06:55,65.36
2021-06-10-07:10,73.39
2021-06-10-07:25,69.68
2021-06-10-07:40,75.59
2021-06-10-07:55,65.0
2021-06-10-08:10,65.67
2021-06-10-08:25,66.09
2021-06-10-08:40,62.42
2021-06-10-08:55,71.29
2021-06-10-09:10,69.24
2021-06-10-09:25,60.6
2021-06-10-09:40,79.78
2021-06-10-09:55,65.95
2021-06-10-10:10,65.86
2021-06-10-10:25,75.07
2021-06-10-10:40,69.91
2021-06-10-10:55,78.37
2021-06-10-11:10,69.14
2021-06-10-11:25,64.28
2021-06-10-11:40,72.27
2021-06-10-11:55,70.18
2021-06-10-12:10,67.86
2021-06-10-12:25,67.47
2021-06-10-12:40,61.26
2021-06-10-12:55,74.56
2021-06-10-13:10,76.7
2021-06-10-13:25,65.61
2021-06-10-13:40,69.48
2021-06-10-13:55,64.16
2021-06-10-14:10,78.85
2021-06-10-14:25,60.39
2021-06-10-14:40,62.49
2021-06-10-14:55,74.57
2021-06-10-15:10,69.79
2021-06-10-15:25,77.61
2021-06-10-15:40,61.27
2021-06-10-15:55,75.53
2021-06-10-16:10,66.67
2021-06-10-16:25,68.7
2021-06-10-16:40,71.75
2021-06-10-16:55,62.64
