Time,Temperature
2021-06-02-18:55,18.03
2021-06-02-19:10,20.0
2021-06-02-19:25,18.03
2021-06-02-19:40,21.87
2021-06-02-19:55,19.0
2021-06-02-20:10,21.0
2021-06-02-20:25,18.03
2021-06-02-20:40,21.87
2021-06-02-20:55,19.0
2021-06-02-21:10,19.0
2021-06-02-21:25,21.0
2021-06-02-21:40,20.0
2021-06-02-21:55,21.0
2021-06-02-22:10,21.87
2021-06-02-22:25,18.03
2021-06-02-22:40,20.0
2021-06-02-22:55,18.03
2021-06-02-23:10,20.0
2021-06-02-23:25,21.87
2021-06-02-23:40,20.0
2021-06-02-23:55,21.87
2021-06-03-00:10,18.03
2021-06-03-00:25,20.0
2021-06-03-00:40,18.03
2021-06-03-00:55,18.03
2021-06-03-01:10,21.0
2021-06-03-01:25,18.03
2021-06-03-01:40,18.03
2021-06-03-01:55,19.0
2021-06-03-02:10,20.0
2021-06-03-02:25,19.0
2021-06-03-02:40,20.0
2021-06-03-02:55,21.87
2021-06-03-03:10,21.87
2021-06-03-03:25,19.0
2021-06-03-03:40,19.0
2021-06-03-03:55,21.87
2021-06-03-04:10,21.87
2021-06-03-04:25,21.0
2021-06-03-04:40,20.0
2021-06-03-04:55,18.03
2021-06-03-05:10,18.03
2021-06-03-05:25,21.87
2021-06-03-05:40,21.0
2021-06-03-05:55,21.87
2021-06-03-06:10,21.0
2021-06-03-06:25,20.0
2021-06-03-06:40,20.0
2021-06-03-06:55,21.87
2021-06-03-07:10,21.87
2021-06-03-07:25,20.0
2021-06-03-07:40,21.87
2021-06-03-07:55,18.03
2021-06-03-08:10,20.0
2021-06-03-08:25,21.0
2021-06-03-08:40,18.03
2021-06-03-08:55,19.0
2021-06-03-09:10,18.03
2021-06-03-09:25,21.87
2021-06-03-09:40,19.0
2021-06-03-09:55,19.0
2021-06-03-10:10,20.0
2021-06-03-10:25,19.0
2021-06-03-10:40,21.0
2021-06-03-10:55,18.03
2021-06-03-11:10,21.0
2021-06-03-11:25,18.03
2021-06-03-11:40,18.03
2021-06-03-11:55,19.0
2021-06-03-12:10,21.87
2021-06-03-12:25,21.0
2021-06-03-12:40,21.87
2021-06-03-12:55,21.0
2021-06-03-13:10,21.87
2021-06-03-13:25,21.87
2021-06-03-13:40,19.0
2021-06-03-13:55,20.0
2021-06-03-14:10,21.0
2021-06-03-14:25,21.0
2021-06-03-14:40,19.0
2021-06-03-14:55,21.87
2021-06-03-15:10,21.87
2021-06-03-15:25,21.87
2021-06-03-15:40,21.87
2021-06-03-15:55,21.87
2021-06-03-16:10,20.0
2021-06-03-16:25,19.0
2021-06-03-16:40,18.03
2021-06-03-16:55,20.0
2021-06-03-17:10,20.0
2021-06-03-17:25,21.87
2021-06-03-17:40,19.0
2021-06-03-17:55,21.0
2021-06-03-18:10,18.03
2021-06-03-18:25,21.87
2021-06-03-18:40,20.0
2021-06-03-18:55,21.87
2021-06-03-19:10,20.0
2021-06-03-19:25,21.87
2021-06-03-19:40,18.03
2021-06-03-19:55,19.0
2021-06-03-20:10,19.0
2021-06-03-20:25,18.03
2021-06-03-20:40,19.0
2021-06-03-20:55,20.0
2021-06-03-21:10,21.0
2021-06-03-21:25,20.0
2021-06-03-21:40,20.0
2021-06-03-21:55,21.87
2021-06-03-22:10,18.03
2021-06-03-22:25,21.0
2021-06-03-22:40,20.0
2021-06-03-22:55,18.03
2021-06-03-23:10,21.87
2021-06-03-23:25,20.0
2021-06-03-23:40,21.0
2021-06-03-23:55,21.0
2021-06-04-00:10,21.87
2021-06-04-00:25,21.0
2021-06-04-00:40,20.0
2021-06-04-00:55,21.0
2021-06-04-01:10,19.0
2021-06-04-01:25,21.0
2021-06-04-01:40,18.03
2021-06-04-01:55,21.87
2021-06-04-02:10,21.87
2021-06-04-02:25,19.0
2021-06-04-02:40,20.0
2021-06-04-02:55,19.0
2021-06-04-03:10,20.0
2021-06-04-03:25,18.03
2021-06-04-03:40,21.87
2021-06-04-03:55,21.0
2021-06-04-04:10,21.0
2021-06-04-04:25,18.03
2021-06-04-04:40,20.0
2021-06-04-04:55,21.87
2021-06-04-05:10,20.0
2021-06-04-05:25,19.0
2021-06-04-05:40,18.03
2021-06-04-05:55,21.87
2021-06-04-06:10,19.0
2021-06-04-06:25,20.0
2021-06-04-06:40,21.0
2021-06-04-06:55,21.0
2021-06-04-07:10,18.03
2021-06-04-07:25,21.0
2021-06-04-07:40,21.87
2021-06-04-07:55,20.0
2021-06-04-08:10,21.0
2021-06-04-08:25,21.87
2021-06-04-08:40,20.0
2021-06-04-08:55,18.03
2021-06-04-09:10,21.87
2021-06-04-09:25,19.0
2021-06-04-09:40,21.87
2021-06-04-09:55,21.0
2021-06-04-10:10,19.0
2021-06-04-10:25,21.0
2021-06-04-10:40,19.0
2021-06-04-10:55,21.0
2021-06-04-11:10,21.87
2021-06-04-11:25,19.0
2021-06-04-11:40,21.87
2021-06-04-11:55,18.03
2021-06-04-12:10,21.0
2021-06-04-12:25,20.0
2021-06-04-12:40,20.0
2021-06-04-12:55,21.0
2021-06-04-13:10,18.03
2021-06-04-13:25,19.0
2021-06-04-13:40,21.0
2021-06-04-13:55,19.0
2021-06-04-14:10,19.0
2021-06-04-14:25,21.0
2021-06-04-14:40,21.0
2021-06-04-14:55,18.03
2021-06-04-15:10,19.0
2021-06-04-15:25,18.03
2021-06-04-15:40,18.03
2021-06-04-15:55,20.0
2021-06-04-16:10,18.03
2021-06-04-16:25,19.0
2021-06-04-16:40,18.03
2021-06-04-16:55,18.03
2021-06-04-17:10,19.0
2021-06-04-17:25,19.0
2021-06-04-17:40,18.03
2021-06-04-17:55,19.0
2021-06-04-18:10,19.0
2021-06-04-18:25,21.87
2021-06-04-18:40,21.87
2021-06-04-18:55,18.03
2021-06-04-19:10,18.03
2021-06-04-19:25,21.0
2021-06-04-19:40,18.03
2021-06-04-19:55,21.87
2021-06-04-20:10,21.87
2021-06-04-20:25,19.0
2021-06-04-20:40,21.0
2021-06-04-20:55,18.03
2021-06-04-21:10,21.87
2021-06-04-21:25,19.0
2021-06-04-21:40,19.0
2021-06-04-21:55,21.0
2021-06-04-22:10,19.0
2021-06-04-22:25,21.0
2021-06-04-22:40,18.03
2021-06-04-22:55,20.0
2021-06-04-23:10,21.87
2021-06-04-23:25,19.0
2021-06-04-23:40,20.0
2021-06-04-23:55,21.87
2021-06-05-00:10,19.0
2021-06-05-00:25,20.0
2021-06-05-00:40,21.0
2021-06-05-00:55,18.03
2021-06-05-01:10,19.0
2021-06-05-01:25,21.87
2021-06-05-01:40,21.87
2021-06-05-01:55,19.0
2021-06-05-02:10,21.87
2021-06-05-02:25,20.0
2021-06-05-02:40,18.03
2021-06-05-02:55,21.0
2021-06-05-03:10,21.87
2021-06-05-03:25,19.0
2021-06-05-03:40,21.0
2021-06-05-03:55,21.87
2021-06-05-04:10,20.0
2021-06-05-04:25,18.03
2021-06-05-04:40,21.0
2021-06-05-04:55,18.03
2021-06-05-05:10,20.0
2021-06-05-05:25,19.0
2021-06-05-05:40,21.87
2021-06-05-05:55,21.87
2021-06-05-06:10,21.87
2021-06-05-06:25,19.0
2021-06-05-06:40,21.0
2021-06-05-06:55,18.03
2021-06-05-07:10,19.0
2021-06-05-07:25,20.0
2021-06-05-07:40,21.0
2021-06-05-07:55,19.0
2021-06-05-08:10,18.03
2021-06-05-08:25,20.0
2021-06-05-08:40,21.0
2021-06-05-08:55,21.87
2021-06-05-09:10,20.0
2021-06-05-09:25,21.87
2021-06-05-09:40,21.0
2021-06-05-09:55,21.0
2021-06-05-10:10,18.03
2021-06-05-10:25,18.03
2021-06-05-10:40,20.0
2021-06-05-10:55,21.87
2021-06-05-11:10,19.0
2021-06-05-11:25,18.03
2021-06-05-11:40,18.03
2021-06-05-11:55,21.87
2021-06-05-12:10,20.0
2021-06-05-12:25,18.03
2021-06-05-12:40,19.0
2021-06-05-12:55,21.0
2021-06-05-13:10,20.0
2021-06-05-13:25,21.87
2021-06-05-13:40,18.03
2021-06-05-13:55,18.03
2021-06-05-14:10,18.03
2021-06-05-14:25,19.0
2021-06-05-14:40,18.03
2021-06-05-14:55,19.0
2021-06-05-15:10,21.87
2021-06-05-15:25,19.0
2021-06-05-15:40,21.87
2021-06-05-15:55,20.0
2021-06-05-16:10,19.0
2021-06-05-16:25,21.87
2021-06-05-16:40,20.0
2021-06-05-16:55,21.0
2021-06-05-17:10,18.03
2021-06-05-17:25,20.0
2021-06-05-17:40,21.0
2021-06-05-17:55,20.0
2021-06-05-18:10,21.87
2021-06-05-18:25,21.87
2021-06-05-18:40,18.03
2021-06-05-18:55,21.87
2021-06-05-19:10,21.0
2021-06-05-19:25,21.0
2021-06-05-19:40,19.0
2021-06-05-19:55,21.0
2021-06-05-20:10,19.0
2021-06-05-20:25,18.03
2021-06-05-20:40,20.0
2021-06-05-20:55,21.87
2021-06-05-21:10,18.03
2021-06-05-21:25,21.0
2021-06-05-21:40,20.0
2021-06-05-21:55,18.03
2021-06-05-22:10,18.03
2021-06-05-22:25,18.03
2021-06-05-22:40,20.0
2021-06-05-22:55,20.0
2021-06-05-23:10,21.87
2021-06-05-23:25,21.87
2021-06-05-23:40,18.03
2021-06-05-23:55,20.0
2021-06-06-00:10,21.0
2021-06-06-00:25,19.0
2021-06-06-00:40,19.0
2021-06-06-00:55,18.03
2021-06-06-01:10,19.0
2021-06-06-01:25,18.03
2021-06-06-01:40,21.87
2021-06-06-01:55,20.0
2021-06-06-02:10,18.03
2021-06-06-02:25,19.0
2021-06-06-02:40,21.87
2021-06-06-02:55,18.03
2021-06-06-03:10,20.0
2021-06-06-03:25,21.87
2021-06-06-03:40,21.0
2021-06-06-03:55,18.03
2021-06-06-04:10,21.0
2021-06-06-04:25,21.87
2021-06-06-04:40,18.03
2021-06-06-04:55,21.0
2021-06-06-05:10,21.87
2021-06-06-05:25,19.0
2021-06-06-05:40,20.0
2021-06-06-05:55,21.0
2021-06-06-06:10,18.03
2021-06-06-06:25,21.0
2021-06-06-06:40,18.03
2021-06-06-06:55,21.0
2021-06-06-07:10,21.87
2021-06-06-07:25,18.03
2021-06-06-07:40,18.03
2021-06-06-07:55,20.0
2021-06-06-08:10,18.03
2021-06-06-08:25,20.0
2021-06-06-08:40,19.0
2021-06-06-08:55,21.0
2021-06-06-09:10,21.87
2021-06-06-09:25,21.0
2021-06-06-09:40,21.87
2021-06-06-09:55,21.0
2021-06-06-10:10,21.0
2021-06-06-10:25,21.87
2021-06-06-10:40,19.0
2021-06-06-10:55,21.87
2021-06-06-11:10,20.0
2021-06-06-11:25,18.03
2021-06-06-11:40,21.87
2021-06-06-11:55,21.0
2021-06-06-12:10,21.87
2021-06-06-12:25,19.0
2021-06-06-12:40,18.03
2021-06-06-12:55,18.03
2021-06-06-13:10,21.0
2021-06-06-13:25,21.0
2021-06-06-13:40,19.0
2021-06-06-13:55,20.0
2021-06-06-14:10,19.0
2021-06-06-14:25,21.0
2021-06-06-14:40,20.0
2021-06-06-14:55,20.0
2021-06-06-15:10,20.0
2021-06-06-15:25,19.0
2021-06-06-15:40,21.0
2021-06-06-15:55,21.87
2021-06-06-16:10,19.0
2021-06-06-16:25,18.03
2021-06-06-16:40,21.87
2021-06-06-16:55,21.87
2021-06-06-17:10,21.0
2021-06-06-17:25,18.03
2021-06-06-17:40,21.0
2021-06-06-17:55,18.03
2021-06-06-18:10,20.0
2021-06-06-18:25,19.0
2021-06-06-18:40,21.0
2021-06-06-18:55,21.0
2021-06-06-19:10,21.87
2021-06-06-19:25,18.03
2021-06-06-19:40,18.03
2021-06-06-19:55,20.0
2021-06-06-20:10,21.0
2021-06-06-20:25,18.03
2021-06-06-20:40,18.03
2021-06-06-20:55,21.0
2021-06-06-21:10,18.03
2021-06-06-21:25,18.03
2021-06-06-21:40,21.0
2021-06-06-21:55,19.0
2021-06-06-22:10,21.0
2021-06-06-22:25,21.87
2021-06-06-22:40,20.0
2021-06-06-22:55,19.0
2021-06-06-23:10,18.03
2021-06-06-23:25,21.0
2021-06-06-23:40,18.03
2021-06-06-23:55,19.0
2021-06-07-00:10,19.0
2021-06-07-00:25,19.0
2021-06-07-00:40,21.87
2021-06-07-00:55,18.03
2021-06-07-01:10,21.87
2021-06-07-01:25,18.03
2021-06-07-01:40,20.0
2021-06-07-01:55,18.03
2021-06-07-02:10,21.0
2021-06-07-02:25,21.0
2021-06-07-02:40,21.0
2021-06-07-02:55,18.03
2021-06-07-03:10,19.0
2021-06-07-03:25,21.0
2021-06-07-03:40,21.87
2021-06-07-03:55,18.03
2021-06-07-04:10,21.0
2021-06-07-04:25,19.0
2021-06-07-04:40,19.0
2021-06-07-04:55,18.03
2021-06-07-05:10,20.0
2021-06-07-05:25,21.0
2021-06-07-05:40,21.87
2021-06-07-05:55,18.03
2021-06-07-06:10,19.0
2021-06-07-06:25,18.03
2021-06-07-06:40,18.03
2021-06-07-06:55,18.03
2021-06-07-07:10,18.03
2021-06-07-07:25,21.0
2021-06-07-07:40,21.87
2021-06-07-07:55,19.0
2021-06-07-08:10,19.0
2021-06-07-08:25,20.0
2021-06-07-08:40,20.0
2021-06-07-08:55,20.0
2021-06-07-09:10,20.0
2021-06-07-09:25,19.0
2021-06-07-09:40,21.0
2021-06-07-09:55,18.03
2021-06-07-10:10,21.87
2021-06-07-10:25,21.87
2021-06-07-10:40,18.03
2021-06-07-10:55,18.03
2021-06-07-11:10,20.0
2021-06-07-11:25,21.87
2021-06-07-11:40,20.0
2021-06-07-11:55,18.03
2021-06-07-12:10,19.0
2021-06-07-12:25,19.0
2021-06-07-12:40,19.0
2021-06-07-12:55,20.0
2021-06-07-13:10,18.03
2021-06-07-13:25,21.87
2021-06-07-13:40,21.0
2021-06-07-13:55,18.03
2021-06-07-14:10,20.0
2021-06-07-14:25,18.03
2021-06-07-14:40,21.0
2021-06-07-14:55,19.0
2021-06-07-15:10,19.0
2021-06-07-15:25,19.0
2021-06-07-15:40,21.87
2021-06-07-15:55,20.0
2021-06-07-16:10,21.87
2021-06-07-16:25,21.87
2021-06-07-16:40,21.0
2021-06-07-16:55,19.0
2021-06-07-17:10,21.87
2021-06-07-17:25,19.0
2021-06-07-17:40,19.0
2021-06-07-17:55,18.03
2021-06-07-18:10,21.0
2021-06-07-18:25,19.0
2021-06-07-18:40,21.0
2021-06-07-18:55,20.0
2021-06-07-19:10,18.03
2021-06-07-19:25,20.0
2021-06-07-19:40,21.87
2021-06-07-19:55,19.0
2021-06-07-20:10,20.0
2021-06-07-20:25,18.03
2021-06-07-20:40,18.03
2021-06-07-20:55,18.03
2021-06-07-21:10,20.0
2021-06-07-21:25,20.0
2021-06-07-21:40,21.0
2021-06-07-21:55,21.87
2021-06-07-22:10,21.0
2021-06-07-22:25,21.0
2021-06-07-22:40,21.87
2021-06-07-22:55,18.03
2021-06-07-23:10,18.03
2021-06-07-23:25,21.87
2021-06-07-23:40,21.0
2021-06-07-23:55,18.03
2021-06-08-00:10,19.0
2021-06-08-00:25,21.87
2021-06-08-00:40,19.0
2021-06-08-00:55,21.87
2021-06-08-01:10,20.0
2021-06-08-01:25,21.0
2021-06-08-01:40,18.03
2021-06-08-01:55,21.0
2021-06-08-02:10,21.0
2021-06-08-02:25,18.03
2021-06-08-02:40,18.03
2021-06-08-02:55,21.87
2021-06-08-03:10,18.03
2021-06-08-03:25,21.0
2021-06-08-03:40,18.03
2021-06-08-03:55,18.03
2021-06-08-04:10,19.0
2021-06-08-04:25,21.0
2021-06-08-04:40,19.0
2021-06-08-04:55,19.0
2021-06-08-05:10,21.0
2021-06-08-05:25,19.0
2021-06-08-05:40,21.87
2021-06-08-05:55,20.0
2021-06-08-06:10,18.03
2021-06-08-06:25,21.87
2021-06-08-06:40,19.0
2021-06-08-06:55,21.0
2021-06-08-07:10,19.0
2021-06-08-07:25,19.0
2021-06-08-07:40,18.03
2021-06-08-07:55,21.0
2021-06-08-08:10,21.0
2021-06-08-08:25,20.0
2021-06-08-08:40,19.0
2021-06-08-08:55,18.03
2021-06-08-09:10,19.0
2021-06-08-09:25,18.03
2021-06-08-09:40,20.0
2021-06-08-09:55,18.03
2021-06-08-10:10,20.0
2021-06-08-10:25,19.0
2021-06-08-10:40,21.0
2021-06-08-10:55,21.87
2021-06-08-11:10,21.87
2021-06-08-11:25,20.0
2021-06-08-11:40,18.03
2021-06-08-11:55,20.0
2021-06-08-12:10,21.87
2021-06-08-12:25,21.0
2021-06-08-12:40,21.87
2021-06-08-12:55,18.03
2021-06-08-13:10,21.0
2021-06-08-13:25,21.87
2021-06-08-13:40,19.0
2021-06-08-13:55,18.03
2021-06-08-14:10,19.0
2021-06-08-14:25,18.03
2021-06-08-14:40,20.0
2021-06-08-14:55,21.0
2021-06-08-15:10,19.0
2021-06-08-15:25,20.0
2021-06-08-15:40,18.03
2021-06-08-15:55,20.0
2021-06-08-16:10,19.0
2021-06-08-16:25,21.0
2021-06-08-16:40,19.0
2021-06-08-16:55,21.87
2021-06-08-17:10,18.03
2021-06-08-17:25,21.87
2021-06-08-17:40,19.0
2021-06-08-17:55,21.87
2021-06-08-18:10,19.0
2021-06-08-18:25,19.0
2021-06-08-18:40,19.0
2021-06-08-18:55,21.87
2021-06-08-19:10,18.03
2021-06-08-19:25,20.0
2021-06-08-19:40,18.03
2021-06-08-19:55,21.0
2021-06-08-20:10,19.0
2021-06-08-20:25,19.0
2021-06-08-20:40,18.03
2021-06-08-20:55,19.0
2021-06-08-21:10,21.0
2021-06-08-21:25,20.0
2021-06-08-21:40,20.0
2021-06-08-21:55,18.03
2021-06-08-22:10,20.0
2021-06-08-22:25,21.0
2021-06-08-22:40,21.0
2021-06-08-22:55,18.03
2021-06-08-23:10,21.87
2021-06-08-23:25,21.0
2021-06-08-23:40,18.03
2021-06-08-23:55,18.03
2021-06-09-00:10,21.0
2021-06-09-00:25,21.0
2021-06-09-00:40,19.0
2021-06-09-00:55,21.0
2021-06-09-01:10,21.0
2021-06-09-01:25,21.87
2021-06-09-01:40,21.87
2021-06-09-01:55,19.0
2021-06-09-02:10,20.0
2021-06-09-02:25,19.0
2021-06-09-02:40,20.0
2021-06-09-02:55,20.0
2021-06-09-03:10,20.0
2021-06-09-03:25,19.0
2021-06-09-03:40,18.03
2021-06-09-03:55,20.0
2021-06-09-04:10,19.0
2021-06-09-04:25,21.87
2021-06-09-04:40,21.0
2021-06-09-04:55,21.87
2021-06-09-05:10,21.0
2021-06-09-05:25,21.0
2021-06-09-05:40,21.0
2021-06-09-05:55,19.0
2021-06-09-06:10,21.0
2021-06-09-06:25,21.0
2021-06-09-06:40,18.03
2021-06-09-06:55,18.03
2021-06-09-07:10,18.03
2021-06-09-07:25,21.87
2021-06-09-07:40,21.87
2021-06-09-07:55,21.0
2021-06-09-08:10,18.03
2021-06-09-08:25,18.03
2021-06-09-08:40,18.03
2021-06-09-08:55,21.87
2021-06-09-09:10,21.0
2021-06-09-09:25,19.0
2021-06-09-09:40,21.0
2021-06-09-09:55,20.0
2021-06-09-10:10,18.03
2021-06-09-10:25,20.0
2021-06-09-10:40,19.0
2021-06-09-10:55,21.87
2021-06-09-11:10,19.0
2021-06-09-11:25,20.0
2021-06-09-11:40,20.0
2021-06-09-11:55,21.0
2021-06-09-12:10,20.0
2021-06-09-12:25,21.87
2021-06-09-12:40,21.87
2021-06-09-12:55,21.0
2021-06-09-13:10,21.87
2021-06-09-13:25,21.0
2021-06-09-13:40,20.0
2021-06-09-13:55,19.0
2021-06-09-14:10,19.0
2021-06-09-14:25,18.03
2021-06-09-14:40,19.0
2021-06-09-14:55,21.0
2021-06-09-15:10,18.03
2021-06-09-15:25,19.0
2021-06-09-15:40,18.03
2021-06-09-15:55,18.03
2021-06-09-16:10,21.0
2021-06-09-16:25,19.0
2021-06-09-16:40,21.87
2021-06-09-16:55,19.0
2021-06-09-17:10,20.0
2021-06-09-17:25,21.0
2021-06-09-17:40,21.0
2021-06-09-17:55,19.0
2021-06-09-18:10,19.0
2021-06-09-18:25,21.0
2021-06-09-18:40,21.87
2021-06-09-18:55,21.87
2021-06-09-19:10,20.0
2021-06-09-19:25,20.0
2021-06-09-19:40,21.0
2021-06-09-19:55,19.0
2021-06-09-20:10,19.0
2021-06-09-20:25,21.87
2021-06-09-20:40,20.0
2021-06-09-20:55,18.03
2021-06-09-21:10,20.0
2021-06-09-21:25,21.87
2021-06-09-21:40,19.0
2021-06-09-21:55,21.0
2021-06-09-22:10,21.0
2021-06-09-22:25,20.0
2021-06-09-22:40,21.0
2021-06-09-22:55,20.0
2021-06-09-23:10,20.0
2021-06-09-23:25,21.87
2021-06-09-23:40,18.03
2021-06-09-23:55,21.0
2021-06-10-00:10,20.0
2021-06-10-00:25,21.0
2021-06-10-00:40,18.03
2021-06-10-00:55,20.0
2021-06-10-01:10,20.0
2021-06-10-01:25,18.03
2021-06-10-01:40,21.0
2021-06-10-01:55,20.0
2021-06-10-02:10,19.0
2021-06-10-02:25,21.0
2021-06-10-02:40,20.0
2021-06-10-02:55,21.87
2021-06-10-03:10,20.0
2021-06-10-03:25,19.0
2021-06-10-03:40,20.0
2021-06-10-03:55,18.03
2021-06-10-04:10,18.03
2021-06-10-04:25,20.0
2021-06-10-04:40,19.0
2021-06-10-04:55,19.0
2021-06-10-05:10,21.87
2021-06-10-05:25,20.0
2021-06-10-05:40,19.0
2021-06-10-05:55,18.03
2021-06-10-06:10,21.87
2021-06-10-06:25,21.87
2021-06-10-06:40,18.03
2021-06-10-06:55,18.03
2021-06-10-07:10,21.0
2021-06-10-07:25,21.0
2021-06-10-07:40,18.03
2021-06-10-07:55,20.0
2021-06-10-08:10,20.0
2021-06-10-08:25,19.0
2021-06-10-08:40,21.0
2021-06-10-08:55,21.87
2021-06-10-09:10,21.87
2021-06-10-09:25,21.0
2021-06-10-09:40,20.0
2021-06-10-09:55,21.87
2021-06-10-10:10,20.0
2021-06-10-10:25,19.0
2021-06-10-10:40,21.0
2021-06-10-10:55,21.0
2021-06-10-11:10,19.0
2021-06-10-11:25,18.03
2021-06-10-11:40,20.0
2021-06-10-11:55,21.87
2021-06-10-12:10,21.0
2021-06-10-12:25,19.0
2021-06-10-12:40,20.0
2021-06-10-12:55,18.03
2021-06-10-13:10,20.0
2021-06-10-13:25,21.0
2021-06-10-13:40,21.0
2021-06-10-13:55,20.0
2021-06-10-14:10,21.87
2021-06-10-14:25,18.03
2021-06-10-14:40,21.0
2021-06-10-14:55,20.0
2021-06-10-15:10,19.0
2021-06-10-15:25,21.0
2021-06-10-15:40,20.0
2021-06-10-15:55,19.0
2021-06-10-16:10,21.0
2021-06-10-16:25,19.0
2021-06-10-16:40,21.0
2021-06-10-16:55,21.87
