Time,Temperature
2022-10-03-22:42,22.44
2022-10-03-22:57,22.48
2022-10-03-23:12,22.43
2022-10-03-23:27,22.59
2022-10-03-23:42,22.41
2022-10-03-23:57,22.54
2022-10-04-0:7,22.4
2022-10-04-0:22,22.56
2022-10-04-0:37,22.58
2022-10-04-0:52,22.44
2022-10-04-1:7,22.4
2022-10-04-1:22,22.56
2022-10-04-1:37,22.55
2022-10-04-1:53,22.48
2022-10-04-2:8,22.46
2022-10-04-2:23,22.57
2022-10-04-2:38,22.55
2022-10-04-2:53,22.58
2022-10-04-3:8,22.55
2022-10-04-3:23,22.56
2022-10-04-3:38,22.47
2022-10-04-3:53,22.47
2022-10-04-4:8,22.55
2022-10-04-4:23,22.53
2022-10-04-4:38,22.53
2022-10-04-4:53,22.42
2022-10-04-5:8,22.44
2022-10-04-5:23,22.52
2022-10-04-5:38,22.57
2022-10-04-5:53,22.45
2022-10-04-6:8,22.42
2022-10-04-6:23,22.57
2022-10-04-6:38,22.54
2022-10-04-6:53,22.51
2022-10-04-7:8,22.51
2022-10-04-7:24,22.49
2022-10-04-7:39,22.49
2022-10-04-7:54,22.43
2022-10-04-8:9,22.51
2022-10-04-8:24,22.58
2022-10-04-8:39,22.49
2022-10-04-8:54,22.55
2022-10-04-9:9,22.47
2022-10-04-9:24,22.45
2022-10-04-9:39,22.43
2022-10-04-9:54,22.45
2022-10-04-10:9,22.5
2022-10-04-10:24,22.59
2022-10-04-10:39,22.57
2022-10-04-10:54,22.42
2022-10-04-11:9,22.54
2022-10-04-11:24,22.42
2022-10-04-11:39,22.57
2022-10-04-11:55,22.45
2022-10-04-12:10,22.48
2022-10-04-12:25,22.45
2022-10-04-12:40,22.6
2022-10-04-12:55,22.6
2022-10-04-13:10,22.57
2022-10-04-13:25,22.51
2022-10-04-13:40,22.45
2022-10-04-13:55,22.51
2022-10-04-14:10,22.58
2022-10-04-14:25,22.43
2022-10-04-14:40,22.53
2022-10-04-14:55,22.52
2022-10-04-15:10,22.56
2022-10-04-15:25,22.58
2022-10-04-15:40,22.5
2022-10-04-15:55,22.59
2022-10-04-16:10,22.5
2022-10-04-16:25,22.5
2022-10-04-16:40,22.49
2022-10-04-16:55,22.5
2022-10-04-17:10,22.48
2022-10-04-17:25,22.47
2022-10-04-17:41,22.5
2022-10-04-17:56,22.47
2022-10-04-18:11,22.5
2022-10-04-18:26,22.41
2022-10-04-18:41,22.45
2022-10-04-18:56,22.57
2022-10-04-19:11,22.43
2022-10-04-19:26,22.42
2022-10-04-19:41,22.46
2022-10-04-19:56,22.53
2022-10-04-20:11,22.54
2022-10-04-20:26,22.42
2022-10-04-20:41,22.47
2022-10-04-20:56,22.45
2022-10-04-21:11,22.58
2022-10-04-21:27,22.6
2022-10-04-21:42,22.57
2022-10-04-21:57,22.6
2022-10-04-22:12,22.59
2022-10-04-22:27,22.43
2022-10-04-22:42,22.41
2022-10-04-22:57,22.59
2022-10-04-23:12,22.52
2022-10-04-23:27,22.55
2022-10-04-23:42,22.47
2022-10-04-23:57,22.54
2022-10-05-0:7,22.54
2022-10-05-0:22,22.6
2022-10-05-0:37,22.55
2022-10-05-0:52,22.5
2022-10-05-1:7,22.44
2022-10-05-1:22,22.5
2022-10-05-1:37,22.45
2022-10-05-1:53,22.55
2022-10-05-2:8,22.41
2022-10-05-2:23,22.56
2022-10-05-2:38,22.52
2022-10-05-2:53,22.4
2022-10-05-3:8,22.44
2022-10-05-3:23,22.44
2022-10-05-3:38,22.57
2022-10-05-3:53,22.56
2022-10-05-4:8,22.59
2022-10-05-4:23,22.56
2022-10-05-4:38,22.44
2022-10-05-4:53,22.54
2022-10-05-5:8,22.53
2022-10-05-5:23,22.58
2022-10-05-5:38,22.42
2022-10-05-5:53,22.44
2022-10-05-6:8,22.4
2022-10-05-6:23,22.43
2022-10-05-6:38,22.54
2022-10-05-6:53,22.59
2022-10-05-7:8,22.51
2022-10-05-7:24,22.5
2022-10-05-7:39,22.49
2022-10-05-7:54,22.44
2022-10-05-8:9,22.58
2022-10-05-8:24,22.58
2022-10-05-8:39,22.53
2022-10-05-8:54,22.56
2022-10-05-9:9,22.47
2022-10-05-9:24,22.59
2022-10-05-9:39,22.53
2022-10-05-9:54,22.59
2022-10-05-10:9,22.49
2022-10-05-10:24,22.54
2022-10-05-10:39,22.45
2022-10-05-10:54,22.58
2022-10-05-11:9,22.53
2022-10-05-11:24,22.42
2022-10-05-11:39,22.55
2022-10-05-11:55,22.43
2022-10-05-12:10,22.58
2022-10-05-12:25,22.56
2022-10-05-12:40,22.52
2022-10-05-12:55,22.51
2022-10-05-13:10,22.53
2022-10-05-13:25,22.56
2022-10-05-13:40,22.44
2022-10-05-13:55,22.47
2022-10-05-14:10,22.55
2022-10-05-14:25,22.52
2022-10-05-14:40,22.55
2022-10-05-14:55,22.49
2022-10-05-15:10,22.54
2022-10-05-15:25,22.57
2022-10-05-15:40,22.56
2022-10-05-15:55,22.52
2022-10-05-16:10,22.44
2022-10-05-16:25,22.5
2022-10-05-16:40,22.5
2022-10-05-16:55,22.43
2022-10-05-17:10,22.57
2022-10-05-17:25,22.59
2022-10-05-17:41,22.57
2022-10-05-17:56,22.41
2022-10-05-18:11,22.48
2022-10-05-18:26,22.59
2022-10-05-18:41,22.53
2022-10-05-18:56,22.52
2022-10-05-19:11,22.45
2022-10-05-19:26,22.46
2022-10-05-19:41,22.47
2022-10-05-19:56,22.56
2022-10-05-20:11,22.5
2022-10-05-20:26,22.48
2022-10-05-20:41,22.55
2022-10-05-20:56,22.6
2022-10-05-21:11,22.49
2022-10-05-21:27,22.59
2022-10-05-21:42,22.43
2022-10-05-21:57,22.54
2022-10-05-22:12,22.53
2022-10-05-22:27,22.53
2022-10-05-22:42,22.54
2022-10-05-22:57,22.41
2022-10-05-23:12,22.5
2022-10-05-23:27,22.54
2022-10-05-23:42,22.51
2022-10-05-23:57,22.42
2022-10-06-0:7,22.45
2022-10-06-0:22,22.44
2022-10-06-0:37,22.47
2022-10-06-0:52,22.5
2022-10-06-1:7,22.59
2022-10-06-1:22,22.49
2022-10-06-1:37,22.58
2022-10-06-1:53,22.4
2022-10-06-2:8,22.51
2022-10-06-2:23,22.57
2022-10-06-2:38,22.47
2022-10-06-2:53,22.48
2022-10-06-3:8,22.51
2022-10-06-3:23,22.47
2022-10-06-3:38,22.48
2022-10-06-3:53,22.59
2022-10-06-4:8,22.44
2022-10-06-4:23,22.49
2022-10-06-4:38,22.58
2022-10-06-4:53,22.42
2022-10-06-5:8,22.54
2022-10-06-5:23,22.51
2022-10-06-5:38,22.48
2022-10-06-5:53,22.51
2022-10-06-6:8,22.55
2022-10-06-6:23,22.51
2022-10-06-6:38,22.43
2022-10-06-6:53,22.45
2022-10-06-7:8,22.42
2022-10-06-7:24,22.42
2022-10-06-7:39,22.44
2022-10-06-7:54,22.44
2022-10-06-8:9,22.52
2022-10-06-8:24,22.54
2022-10-06-8:39,22.56
2022-10-06-8:54,22.46
2022-10-06-9:9,22.47
2022-10-06-9:24,22.54
2022-10-06-9:39,22.42
2022-10-06-9:54,22.46
2022-10-06-10:9,22.42
2022-10-06-10:24,22.44
2022-10-06-10:39,22.46
2022-10-06-10:54,22.48
2022-10-06-11:9,22.43
2022-10-06-11:24,22.48
2022-10-06-11:39,22.56
2022-10-06-11:55,22.48
2022-10-06-12:10,22.48
2022-10-06-12:25,22.54
2022-10-06-12:40,22.43
2022-10-06-12:55,22.43
2022-10-06-13:10,22.5
2022-10-06-13:25,22.59
2022-10-06-13:40,22.54
2022-10-06-13:55,22.44
2022-10-06-14:10,22.54
2022-10-06-14:25,22.43
2022-10-06-14:40,22.54
2022-10-06-14:55,22.41
2022-10-06-15:10,22.6
2022-10-06-15:25,22.55
2022-10-06-15:40,22.54
2022-10-06-15:55,22.48
2022-10-06-16:10,22.43
2022-10-06-16:25,22.52
2022-10-06-16:40,22.4
2022-10-06-16:55,22.48
2022-10-06-17:10,22.42
2022-10-06-17:25,22.48
2022-10-06-17:41,22.55
2022-10-06-17:56,22.51
2022-10-06-18:11,22.57
2022-10-06-18:26,22.52
2022-10-06-18:41,22.41
2022-10-06-18:56,22.45
2022-10-06-19:11,22.46
2022-10-06-19:26,22.43
2022-10-06-19:41,22.51
2022-10-06-19:56,22.47
2022-10-06-20:11,22.4
2022-10-06-20:26,22.58
2022-10-06-20:41,22.44
2022-10-06-20:56,22.41
2022-10-06-21:11,22.53
2022-10-06-21:27,22.52
2022-10-06-21:42,22.51
2022-10-06-21:57,22.57
2022-10-06-22:12,22.54
2022-10-06-22:27,22.52
2022-10-06-22:42,22.53
2022-10-06-22:57,22.4
2022-10-06-23:12,22.57
2022-10-06-23:27,22.55
2022-10-06-23:42,22.46
2022-10-06-23:57,22.46
2022-10-07-0:7,22.55
2022-10-07-0:22,22.54
2022-10-07-0:37,22.43
2022-10-07-0:52,22.51
2022-10-07-1:7,22.55
2022-10-07-1:22,22.48
2022-10-07-1:37,22.51
2022-10-07-1:53,22.44
2022-10-07-2:8,22.55
2022-10-07-2:23,22.58
2022-10-07-2:38,22.46
2022-10-07-2:53,22.56
2022-10-07-3:8,22.57
2022-10-07-3:23,22.58
2022-10-07-3:38,22.56
2022-10-07-3:53,22.58
2022-10-07-4:8,22.5
2022-10-07-4:23,22.45
2022-10-07-4:38,22.59
2022-10-07-4:53,22.41
2022-10-07-5:8,22.55
2022-10-07-5:23,22.55
2022-10-07-5:38,22.6
2022-10-07-5:53,22.53
2022-10-07-6:8,22.59
2022-10-07-6:23,22.53
2022-10-07-6:38,22.41
2022-10-07-6:53,22.47
2022-10-07-7:8,22.41
2022-10-07-7:24,22.56
2022-10-07-7:39,22.44
2022-10-07-7:54,22.43
2022-10-07-8:9,22.56
2022-10-07-8:24,22.44
2022-10-07-8:39,22.57
2022-10-07-8:54,22.46
2022-10-07-9:9,22.48
2022-10-07-9:24,22.42
2022-10-07-9:39,22.56
2022-10-07-9:54,22.57
2022-10-07-10:9,22.45
2022-10-07-10:24,22.42
2022-10-07-10:39,22.57
2022-10-07-10:54,22.49
2022-10-07-11:9,22.58
2022-10-07-11:24,22.55
2022-10-07-11:39,22.51
2022-10-07-11:55,22.56
2022-10-07-12:10,22.43
2022-10-07-12:25,22.6
2022-10-07-12:40,22.52
2022-10-07-12:55,22.42
2022-10-07-13:10,22.4
2022-10-07-13:25,22.59
2022-10-07-13:40,22.4
2022-10-07-13:55,22.53
2022-10-07-14:10,22.56
2022-10-07-14:25,22.53
2022-10-07-14:40,22.56
2022-10-07-14:55,22.5
2022-10-07-15:10,22.48
2022-10-07-15:25,22.58
2022-10-07-15:40,22.56
2022-10-07-15:55,22.57
2022-10-07-16:10,22.45
2022-10-07-16:25,22.45
2022-10-07-16:40,22.48
2022-10-07-16:55,22.41
2022-10-07-17:10,22.59
2022-10-07-17:25,22.56
2022-10-07-17:41,22.54
2022-10-07-17:56,22.58
2022-10-07-18:11,22.43
2022-10-07-18:26,22.47
2022-10-07-18:41,22.6
2022-10-07-18:56,22.5
2022-10-07-19:11,22.5
2022-10-07-19:26,22.45
2022-10-07-19:41,22.58
2022-10-07-19:56,22.47
2022-10-07-20:11,22.58
2022-10-07-20:26,22.44
2022-10-07-20:41,22.52
2022-10-07-20:56,22.44
2022-10-07-21:11,22.5
2022-10-07-21:27,22.41
2022-10-07-21:42,22.5
2022-10-07-21:57,22.59
2022-10-07-22:12,22.59
2022-10-07-22:27,22.43
2022-10-07-22:42,22.49
2022-10-07-22:57,22.6
2022-10-07-23:12,22.43
2022-10-07-23:27,22.41
2022-10-07-23:42,22.49
2022-10-07-23:57,22.4
2022-10-08-0:7,22.47
2022-10-08-0:22,22.45
2022-10-08-0:37,22.42
2022-10-08-0:52,22.51
2022-10-08-1:7,22.47
2022-10-08-1:22,22.5
2022-10-08-1:37,22.56
2022-10-08-1:53,22.47
2022-10-08-2:8,22.55
2022-10-08-2:23,22.6
2022-10-08-2:38,22.55
2022-10-08-2:53,22.53
2022-10-08-3:8,22.54
2022-10-08-3:23,22.51
2022-10-08-3:38,22.52
2022-10-08-3:53,22.46
2022-10-08-4:8,22.6
2022-10-08-4:23,22.5
2022-10-08-4:38,22.54
2022-10-08-4:53,22.59
2022-10-08-5:8,22.59
2022-10-08-5:23,22.46
2022-10-08-5:38,22.6
2022-10-08-5:53,22.41
2022-10-08-6:8,22.56
2022-10-08-6:23,22.55
2022-10-08-6:38,22.47
2022-10-08-6:53,22.58
2022-10-08-7:8,22.6
2022-10-08-7:24,22.46
2022-10-08-7:39,22.42
2022-10-08-7:54,22.43
2022-10-08-8:9,22.42
2022-10-08-8:24,22.48
2022-10-08-8:39,22.52
2022-10-08-8:54,22.54
2022-10-08-9:9,22.59
2022-10-08-9:24,22.48
2022-10-08-9:39,22.48
2022-10-08-9:54,22.48
2022-10-08-10:9,22.59
2022-10-08-10:24,22.53
2022-10-08-10:39,22.45
2022-10-08-10:54,22.54
2022-10-08-11:9,22.57
2022-10-08-11:24,22.4
2022-10-08-11:39,22.55
2022-10-08-11:55,22.48
2022-10-08-12:10,22.42
2022-10-08-12:25,22.54
2022-10-08-12:40,22.53
2022-10-08-12:55,22.5
2022-10-08-13:10,22.48
2022-10-08-13:25,22.4
2022-10-08-13:40,22.5
2022-10-08-13:55,22.54
2022-10-08-14:10,22.51
2022-10-08-14:25,22.55
2022-10-08-14:40,22.59
2022-10-08-14:55,22.45
2022-10-08-15:10,22.52
2022-10-08-15:25,22.44
2022-10-08-15:40,22.42
2022-10-08-15:55,22.41
2022-10-08-16:10,22.51
2022-10-08-16:25,22.44
2022-10-08-16:40,22.47
2022-10-08-16:55,22.5
2022-10-08-17:10,22.56
2022-10-08-17:25,22.52
2022-10-08-17:41,22.56
2022-10-08-17:56,22.56
2022-10-08-18:11,22.55
2022-10-08-18:26,22.45
2022-10-08-18:41,22.4
2022-10-08-18:56,22.44
2022-10-08-19:11,22.5
2022-10-08-19:26,22.52
2022-10-08-19:41,22.56
2022-10-08-19:56,22.58
2022-10-08-20:11,22.5
2022-10-08-20:26,22.5
2022-10-08-20:41,22.41
2022-10-08-20:56,22.55
2022-10-08-21:11,22.44
2022-10-08-21:27,22.49
2022-10-08-21:42,22.5
2022-10-08-21:57,22.59
2022-10-08-22:12,22.54
2022-10-08-22:27,22.53
2022-10-08-22:42,22.51
2022-10-08-22:57,22.57
2022-10-08-23:12,22.48
2022-10-08-23:27,22.53
2022-10-08-23:42,22.49
2022-10-08-23:57,22.46
2022-10-09-0:7,22.43
2022-10-09-0:22,22.59
2022-10-09-0:37,22.42
2022-10-09-0:52,22.58
2022-10-09-1:7,22.44
2022-10-09-1:22,22.43
2022-10-09-1:37,22.45
2022-10-09-1:53,22.56
2022-10-09-2:8,22.51
2022-10-09-2:23,22.57
2022-10-09-2:38,22.51
2022-10-09-2:53,22.53
2022-10-09-3:8,22.48
2022-10-09-3:23,22.43
2022-10-09-3:38,22.6
2022-10-09-3:53,22.54
2022-10-09-4:8,22.51
2022-10-09-4:23,22.41
2022-10-09-4:38,22.46
2022-10-09-4:53,22.6
2022-10-09-5:8,22.43
2022-10-09-5:23,22.53
2022-10-09-5:38,22.59
2022-10-09-5:53,22.44
2022-10-09-6:8,22.44
2022-10-09-6:23,22.45
2022-10-09-6:38,22.5
2022-10-09-6:53,22.55
2022-10-09-7:8,22.44
2022-10-09-7:24,22.54
2022-10-09-7:39,22.5
2022-10-09-7:54,22.51
2022-10-09-8:9,22.46
2022-10-09-8:24,22.52
2022-10-09-8:39,22.46
2022-10-09-8:54,22.59
2022-10-09-9:9,22.49
2022-10-09-9:24,22.56
2022-10-09-9:39,22.43
2022-10-09-9:54,22.49
2022-10-09-10:9,22.47
2022-10-09-10:24,22.57
2022-10-09-10:39,22.47
2022-10-09-10:54,22.52
2022-10-09-11:9,22.42
2022-10-09-11:24,22.41
2022-10-09-11:39,22.48
2022-10-09-11:55,22.43
2022-10-09-12:10,22.45
2022-10-09-12:25,22.57
2022-10-09-12:40,22.46
2022-10-09-12:55,22.59
2022-10-09-13:10,22.59
2022-10-09-13:25,22.52
2022-10-09-13:40,22.5
2022-10-09-13:55,22.56
2022-10-09-14:10,22.55
2022-10-09-14:25,22.42
2022-10-09-14:40,22.5
2022-10-09-14:55,22.56
2022-10-09-15:10,22.52
2022-10-09-15:25,22.6
2022-10-09-15:40,22.46
2022-10-09-15:55,22.49
2022-10-09-16:10,22.53
2022-10-09-16:25,22.44
2022-10-09-16:40,22.53
2022-10-09-16:55,22.44
2022-10-09-17:10,22.4
2022-10-09-17:25,22.6
2022-10-09-17:41,22.4
2022-10-09-17:56,22.47
2022-10-09-18:11,22.51
2022-10-09-18:26,22.46
2022-10-09-18:41,22.53
2022-10-09-18:56,22.46
2022-10-09-19:11,22.42
2022-10-09-19:26,22.47
2022-10-09-19:41,22.49
2022-10-09-19:56,22.53
2022-10-09-20:11,22.48
2022-10-09-20:26,22.57
2022-10-09-20:41,22.57
2022-10-09-20:56,22.47
2022-10-09-21:11,22.5
2022-10-09-21:27,22.41
2022-10-09-21:42,22.48
2022-10-09-21:57,22.43
2022-10-09-22:12,22.57
2022-10-09-22:27,22.55
2022-10-09-22:42,22.56
2022-10-09-22:57,22.57
2022-10-09-23:12,22.58
2022-10-09-23:27,22.43
2022-10-09-23:42,22.52
2022-10-09-23:57,22.42
2022-10-10-0:7,22.4
2022-10-10-0:22,22.44
2022-10-10-0:37,22.44
2022-10-10-0:52,22.45
2022-10-10-1:7,22.5
2022-10-10-1:22,22.6
2022-10-10-1:37,22.47
2022-10-10-1:53,22.45
2022-10-10-2:8,22.58
2022-10-10-2:23,22.47
2022-10-10-2:38,22.49
2022-10-10-2:53,22.52
2022-10-10-3:8,22.58
2022-10-10-3:23,22.48
2022-10-10-3:38,22.44
2022-10-10-3:53,22.55
2022-10-10-4:8,22.45
2022-10-10-4:23,22.49
2022-10-10-4:38,22.54
2022-10-10-4:53,22.54
2022-10-10-5:8,22.5
2022-10-10-5:23,22.6
2022-10-10-5:38,22.51
2022-10-10-5:53,22.46
2022-10-10-6:8,22.43
2022-10-10-6:23,22.59
2022-10-10-6:38,22.53
2022-10-10-6:53,22.57
2022-10-10-7:8,22.58
2022-10-10-7:24,22.43
2022-10-10-7:39,22.59
2022-10-10-7:54,22.48
2022-10-10-8:9,22.44
2022-10-10-8:24,22.6
2022-10-10-8:39,22.44
2022-10-10-8:54,22.55
2022-10-10-9:9,22.42
2022-10-10-9:24,22.42
2022-10-10-9:39,22.55
2022-10-10-9:54,22.6
2022-10-10-10:9,22.56
2022-10-10-10:24,22.44
2022-10-10-10:39,22.41
2022-10-10-10:54,22.56
2022-10-10-11:9,22.47
2022-10-10-11:24,22.53
2022-10-10-11:39,22.42
2022-10-10-11:55,22.55
2022-10-10-12:10,22.46
2022-10-10-12:25,22.58
2022-10-10-12:40,22.41
2022-10-10-12:55,22.58
2022-10-10-13:10,22.42
2022-10-10-13:25,22.56
2022-10-10-13:40,22.48
2022-10-10-13:55,22.55
2022-10-10-14:10,22.55
2022-10-10-14:25,22.42
2022-10-10-14:40,22.43
2022-10-10-14:55,22.44
2022-10-10-15:10,22.58
2022-10-10-15:25,22.41
2022-10-10-15:40,22.41
2022-10-10-15:55,22.46
2022-10-10-16:10,22.44
2022-10-10-16:25,22.51
2022-10-10-16:40,22.5
2022-10-10-16:55,22.48
